stt,ma_tp,tien_te,ten_dn,menh_gia,ky_han,ky_han_con_lai,ngay_phat_hanh,ngay_dao_han,pt_tra_lai,ky_han_tra_lai,kl_phat_hanh,kl_con_luu_hanh,to_chuc_luu_ky,lai_suat,doi_tuong_chao_ban,dv_xhtn,kq_xhtn,ngay_hieu_luc,tai_lieu,tc_ben_vung,dv_danh_gia,tinh_trang,menh_gia_num,kl_phat_hanh_num,kl_con_luu_hanh_num,lai_suat_num
2776,MBB12513,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",8 Năm,2542 ngày,07/07/2025,07/07/2033,Định kỳ - Cuối kỳ,1 Năm,500,500,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.38,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,6.38
2777,MBB12514,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3281 ngày,16/07/2025,16/07/2035,Định kỳ - Cuối kỳ,1 Năm,"10,000","10,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.48,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,10000.0,10000.0,6.48
2778,MBB12515,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",8 Năm,2553 ngày,18/07/2025,18/07/2033,Định kỳ - Cuối kỳ,1 Năm,"2,500","2,500",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.38,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,2500.0,2500.0,6.38
2779,MBB12516,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",8 Năm,2553 ngày,18/07/2025,18/07/2033,Định kỳ - Cuối kỳ,1 Năm,"2,500","2,500",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.38,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,2500.0,2500.0,6.38
2780,MBB12517,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",8 Năm,2556 ngày,21/07/2025,21/07/2033,Định kỳ - Cuối kỳ,1 Năm,"10,000","10,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.38,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,10000.0,10000.0,6.38
2781,MBB12518,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3288 ngày,23/07/2025,23/07/2035,Định kỳ - Cuối kỳ,1 Năm,"1,000","1,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.48,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,1000.0,1000.0,6.48
2782,MBB12519,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",8 Năm,2572 ngày,06/08/2025,06/08/2033,Định kỳ - Cuối kỳ,1 Năm,"2,800","2,800",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.38,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,2800.0,2800.0,6.38
2783,MBB12520,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",3 Năm,752 ngày,12/08/2025,12/08/2028,Định kỳ - Cuối kỳ,1 Năm,"20,000","20,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.65,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,20000.0,20000.0,5.65
2784,MBB12521,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,2221 ngày,20/08/2025,20/08/2032,Định kỳ - Cuối kỳ,1 Năm,"2,000","2,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,2000.0,2000.0,6.3
2785,MBB12522,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",8 Năm,2592 ngày,26/08/2025,26/08/2033,Định kỳ - Cuối kỳ,1 Năm,"2,000","2,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.38,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,2000.0,2000.0,6.38
2786,MBB12523,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3325 ngày,29/08/2025,29/08/2035,Định kỳ - Cuối kỳ,1 Năm,700,700,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.48,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,700.0,700.0,6.48
2787,MBB12524,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",3 Năm,774 ngày,03/09/2025,03/09/2028,Định kỳ - Cuối kỳ,1 Năm,"30,000","30,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.85,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,30000.0,30000.0,5.85
2788,MBB12525,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",3 Năm,779 ngày,08/09/2025,08/09/2028,Định kỳ - Cuối kỳ,1 Năm,"30,000","30,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.6,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,30000.0,30000.0,5.6
2789,MBB12526,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,2262 ngày,30/09/2025,30/09/2032,Định kỳ - Cuối kỳ,6 Tháng,"7,450","7,450",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.2,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,7450.0,7450.0,6.2
2790,MBB12527,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,2338 ngày,15/12/2025,15/12/2032,Định kỳ - Cuối kỳ,6 Tháng,500,500,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.03,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,7.03
2791,MBB12528,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,2339 ngày,16/12/2025,16/12/2032,Định kỳ - Cuối kỳ,12 Tháng,"6,000","6,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.28,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,6000.0,6000.0,7.28
2792,MBB12529,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,2340 ngày,17/12/2025,17/12/2032,Định kỳ - Cuối kỳ,6 Tháng,"1,000","1,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.03,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,1000.0,1000.0,7.03
2793,MBB12530,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3440 ngày,22/12/2025,22/12/2035,Định kỳ - Cuối kỳ,1 Năm,"5,000","5,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,5000.0,5000.0,7.0
2794,MBB12531,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,2352 ngày,29/12/2025,29/12/2032,Định kỳ - Cuối kỳ,3 Tháng,"4,300","4,300",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.7,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,4300.0,4300.0,6.7
2795,MBB12532,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,2353 ngày,30/12/2025,30/12/2032,Định kỳ - Cuối kỳ,6 Tháng,"1,500","1,500",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.03,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,1500.0,1500.0,7.03
2796,MBB12533,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,2353 ngày,30/12/2025,30/12/2032,Định kỳ - Cuối kỳ,3 Tháng,"5,000","5,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.4,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,5000.0,5000.0,6.4
2797,MBB12601,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,2465 ngày,21/04/2026,21/04/2033,Định kỳ - Cuối kỳ,3 Tháng,"5,000","5,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,5000.0,5000.0,8.0
2798,MBB12602,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,2466 ngày,22/04/2026,22/04/2033,Định kỳ - Cuối kỳ,3 Tháng,"12,000","12,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,12000.0,12000.0,8.0
2799,MBB12603,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3582 ngày,12/05/2026,12/05/2036,Định kỳ - Cuối kỳ,1 Năm,"35,000","35,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.2,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,35000.0,35000.0,8.2
2800,MBB12604,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3585 ngày,15/05/2026,15/05/2036,Định kỳ - Cuối kỳ,1 Năm,"3,000","3,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,3000.0,3000.0,8.3
2801,MBB12605,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3598 ngày,28/05/2026,28/05/2036,Định kỳ - Cuối kỳ,1 Năm,"15,000","15,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.2,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,15000.0,15000.0,8.2
2802,MBB12606,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3585 ngày,15/05/2026,15/05/2036,Định kỳ - Cuối kỳ,1 Năm,500,500,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,8.3
2803,MBB12607,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3589 ngày,19/05/2026,19/05/2036,Định kỳ - Cuối kỳ,1 Năm,"1,000","1,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,1000.0,1000.0,8.3
2804,MBB12608,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",3 Năm,1034 ngày,21/05/2026,21/05/2029,Định kỳ - Cuối kỳ,1 Năm,"30,000","30,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,30000.0,30000.0,8.3
2805,MBB12609,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3596 ngày,26/05/2026,26/05/2036,Định kỳ - Cuối kỳ,1 Năm,"2,000","2,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,2000.0,2000.0,8.3
2806,MBB12610,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",5 Năm,1771 ngày,28/05/2026,28/05/2031,Định kỳ - Cuối kỳ,1 Năm,"3,000","3,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,3000.0,3000.0,8.3
2807,MBB12611,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3599 ngày,29/05/2026,29/05/2036,Định kỳ - Cuối kỳ,1 Năm,"1,000","1,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,1000.0,1000.0,8.3
2808,MBB12612,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3606 ngày,05/06/2026,05/06/2036,Định kỳ - Cuối kỳ,1 Năm,500,500,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,8.3
2809,MBB12613,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3606 ngày,05/06/2026,05/06/2036,Định kỳ - Cuối kỳ,1 Năm,"1,000","1,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,1000.0,1000.0,8.3
2810,MBB12614,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3610 ngày,09/06/2026,09/06/2036,Định kỳ - Cuối kỳ,1 Năm,"1,500","1,500",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.4,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,1500.0,1500.0,8.4
2811,MBB12615,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3619 ngày,18/06/2026,18/06/2036,Định kỳ - Cuối kỳ,1 Năm,"1,000","1,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,1000.0,1000.0,8.3
2812,MBB12616,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",10 Năm,3620 ngày,19/06/2026,19/06/2036,Định kỳ - Cuối kỳ,1 Năm,"2,000","2,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,2000.0,2000.0,8.3
2813,MBB12617,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",3 Năm,1066 ngày,22/06/2026,22/06/2029,Định kỳ - Cuối kỳ,1 Năm,"20,000","20,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.6,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,20000.0,20000.0,8.6
2814,MBB12618,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",5 Năm,1803 ngày,29/06/2026,29/06/2031,Định kỳ - Cuối kỳ,1 Năm,"5,000","5,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.3,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,5000.0,5000.0,8.3
2815,MBBH2128002,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,771 ngày,31/08/2021,31/08/2028,Định kỳ - Cuối kỳ,1 Năm,"10,000","10,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.23,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,10000000.0,10000.0,10000.0,7.23
2816,MBBL2128001,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,771 ngày,31/08/2021,31/08/2028,Định kỳ - Cuối kỳ,1 Năm,"17,000","17,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.23,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,10000000.0,17000.0,17000.0,7.23
2817,MBBL2128003,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,771 ngày,31/08/2021,31/08/2028,Định kỳ - Cuối kỳ,1 Năm,"10,000",,Công ty cổ phần Chứng Khoán MB,7.1,,,,,,,,Hết lưu hành,10000000.0,10000.0,,7.1
2818,MBBL2128004,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,781 ngày,10/09/2021,10/09/2028,Định kỳ - Cuối kỳ,1 Năm,"12,000","12,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.23,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,10000000.0,12000.0,12000.0,7.23
2819,MBBL2128005,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,791 ngày,20/09/2021,20/09/2028,Định kỳ - Cuối kỳ,1 Năm,"24,500","24,500",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.23,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,10000000.0,24500.0,24500.0,7.23
2820,MBBL2128006,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,794 ngày,23/09/2021,23/09/2028,Định kỳ - Cuối kỳ,1 Năm,"51,500",,Công ty cổ phần Chứng Khoán MB,7.03,,,,,,,,Hết lưu hành,10000000.0,51500.0,,7.03
2821,MBBL2128007,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,805 ngày,04/10/2021,04/10/2028,Định kỳ - Cuối kỳ,1 Năm,"10,000",,Công ty cổ phần Chứng Khoán MB,7.03,,,,,,,,Hết lưu hành,10000000.0,10000.0,,7.03
2822,MBBL2128008,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,806 ngày,05/10/2021,05/10/2028,Định kỳ - Cuối kỳ,1 Năm,"20,000","20,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.23,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,10000000.0,20000.0,20000.0,7.23
2823,MBBL2128009,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,826 ngày,25/10/2021,25/10/2028,Định kỳ - Cuối kỳ,1 Năm,"22,000","22,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.2,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,10000000.0,22000.0,22000.0,7.2
2824,MBBL2128010,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,815 ngày,14/10/2021,14/10/2028,Định kỳ - Cuối kỳ,1 Năm,"10,000",,Công ty cổ phần Chứng Khoán MB,7.03,,,,,,,,Hết lưu hành,10000000.0,10000.0,,7.03
2825,MBBL2128011,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,826 ngày,25/10/2021,25/10/2028,Định kỳ - Cuối kỳ,1 Năm,"8,000","8,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.23,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,10000000.0,8000.0,8000.0,7.23
2826,MBBL2128012,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,835 ngày,03/11/2021,03/11/2028,Định kỳ - Cuối kỳ,1 Năm,"15,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.03,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,15000.0,,7.03
2827,MBBL2128013,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,843 ngày,11/11/2021,11/11/2028,Định kỳ - Cuối kỳ,1 Năm,"20,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.03,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,20000.0,,7.03
2828,MBBL2128014,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,862 ngày,30/11/2021,30/11/2028,Định kỳ - Cuối kỳ,1 Năm,100,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.1,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,100.0,,7.1
2829,MBBL2128016,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,877 ngày,15/12/2021,15/12/2028,Định kỳ - Cuối kỳ,1 Năm,"39,700",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.1,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,39700.0,,7.1
2830,MBBL2128017,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,884 ngày,22/12/2021,22/12/2028,Định kỳ - Cuối kỳ,1 Năm,"30,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.03,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,30000.0,,7.03
2831,MBBL2128018,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,879 ngày,17/12/2021,17/12/2028,Định kỳ - Cuối kỳ,1 Năm,"40,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.1,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,40000.0,,7.1
2832,MBBL2128019,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,880 ngày,18/12/2021,18/12/2028,Định kỳ - Cuối kỳ,1 Năm,"29,900",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.1,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,29900.0,,7.1
2833,MBBL2128021,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,883 ngày,21/12/2021,21/12/2028,Định kỳ - Cuối kỳ,1 Năm,"2,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.1,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,2000.0,,7.1
2834,MBBL2128025,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,891 ngày,29/12/2021,29/12/2028,Định kỳ - Cuối kỳ,1 Năm,"100,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.03,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,100000.0,,7.03
2835,MBBL2128029,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,893 ngày,31/12/2021,31/12/2028,Định kỳ - Cuối kỳ,1 Năm,"3,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.03,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,3000.0,,7.03
2836,MBBL2128030,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,893 ngày,31/12/2021,31/12/2028,Định kỳ - Cuối kỳ,1 Năm,300,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.1,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,300.0,,7.1
2837,MBBL2225001,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",3 Năm,,05/04/2022,05/04/2025,Định kỳ - Cuối kỳ,1 Năm,700,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,3.8,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,700.0,,3.8
2838,MBBL2225002,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",3 Năm,,07/04/2022,07/04/2025,Định kỳ - Cuối kỳ,1 Năm,"1,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,3.8,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1000.0,,3.8
2839,MBBL2225003,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",3 Năm,,12/04/2022,12/04/2025,Định kỳ - Cuối kỳ,1 Năm,700,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,3.8,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,700.0,,3.8
2840,MBBL2225004,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",3 Năm,,15/04/2022,15/04/2025,Định kỳ - Cuối kỳ,1 Năm,"2,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,3.8,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,2000.0,,3.8
2841,MBBL2225005,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",3 Năm,,18/04/2022,18/04/2025,Định kỳ - Cuối kỳ,1 Năm,200,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,3.8,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,200.0,,3.8
2842,MBBL2225011,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",3 Năm,,24/05/2022,24/05/2025,Định kỳ - Cuối kỳ,1 Năm,"1,300",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4.1,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1300.0,,4.1
2843,MBBL2225013,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",3 Năm,,03/06/2022,03/06/2025,Định kỳ - Cuối kỳ,1 Năm,"2,500",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,2500.0,,4.0
2844,MBBL2225017,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",3 Năm,,26/07/2022,26/07/2025,Định kỳ - Cuối kỳ,1 Năm,"3,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,4.8,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,3000.0,,4.8
