stt,ma_tp,tien_te,ten_dn,menh_gia,ky_han,ky_han_con_lai,ngay_phat_hanh,ngay_dao_han,pt_tra_lai,ky_han_tra_lai,kl_phat_hanh,kl_con_luu_hanh,to_chuc_luu_ky,lai_suat,doi_tuong_chao_ban,dv_xhtn,kq_xhtn,ngay_hieu_luc,tai_lieu,tc_ben_vung,dv_danh_gia,tinh_trang,menh_gia_num,kl_phat_hanh_num,kl_con_luu_hanh_num,lai_suat_num
2845,MBBL2225019,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",3 Năm,,24/08/2022,24/08/2025,Định kỳ - Cuối kỳ,1 Năm,500,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.2,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,500.0,,5.2
2846,MBBL2227006,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",5 Năm,282 ngày,29/04/2022,30/04/2027,Định kỳ - Cuối kỳ,1 Năm,"36,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.03,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,36000.0,,7.03
2847,MBBL2227007,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",5 Năm,289 ngày,06/05/2022,07/05/2027,Định kỳ - Cuối kỳ,1 Năm,"5,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.03,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,5000.0,,7.03
2848,MBBL2227008,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",5 Năm,292 ngày,09/05/2022,10/05/2027,Định kỳ - Cuối kỳ,1 Năm,"4,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.03,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,4000.0,,7.03
2849,MBBL2227015,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",5 Năm,329 ngày,15/06/2022,16/06/2027,Định kỳ - Cuối kỳ,1 Năm,"5,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.95,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,5000.0,,6.95
2850,MBBL2229009,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,1025 ngày,12/05/2022,12/05/2029,Định kỳ - Cuối kỳ,1 Năm,"10,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.83,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,10000.0,,6.83
2851,MBBL2229010,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,1026 ngày,13/05/2022,13/05/2029,Định kỳ - Cuối kỳ,1 Năm,"101,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.83,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,101000.0,,6.83
2852,MBBL2229012,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,1046 ngày,02/06/2022,02/06/2029,Định kỳ - Cuối kỳ,1 Năm,"10,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.83,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,10000.0,,6.83
2853,MBBL2229014,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,1054 ngày,10/06/2022,10/06/2029,Định kỳ - Cuối kỳ,1 Năm,"3,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.85,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,3000.0,,6.85
2854,MBBL2229016,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,1059 ngày,15/06/2022,15/06/2029,Định kỳ - Cuối kỳ,1 Năm,"5,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.05,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,5000.0,,7.05
2855,MBBL2229018,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,1102 ngày,28/07/2022,28/07/2029,Định kỳ - Cuối kỳ,1 Năm,"3,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.9,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,3000.0,,6.9
2856,MBBL2229020,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"10,000,000",7 Năm,1152 ngày,16/09/2022,16/09/2029,Định kỳ - Cuối kỳ,1 Năm,"10,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.1,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,10000000.0,10000.0,,7.1
2857,MBBL2229021,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1257 ngày,30/12/2022,30/12/2029,Định kỳ - Cuối kỳ,1 Năm,200,200,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,8.8,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,200.0,200.0,8.8
2858,MBBL2328008,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",5 Năm,875 ngày,12/12/2023,13/12/2028,Định kỳ - Cuối kỳ,1 Năm,50,50,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.68,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,50.0,50.0,6.68
2859,MBBL2330001,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1523 ngày,22/09/2023,22/09/2030,Định kỳ - Cuối kỳ,1 Năm,100,100,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.5,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,100.0,100.0,7.5
2860,MBBL2330002,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1530 ngày,29/09/2023,29/09/2030,Định kỳ - Cuối kỳ,1 Năm,200,200,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.5,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,200.0,200.0,7.5
2861,MBBL2330003,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1534 ngày,03/10/2023,03/10/2030,Định kỳ - Cuối kỳ,1 Năm,50,50,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,50.0,50.0,7.0
2862,MBBL2330004,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1544 ngày,13/10/2023,13/10/2030,Định kỳ - Cuối kỳ,1 Năm,500,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.3,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,500.0,,7.3
2863,MBBL2330005,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1556 ngày,25/10/2023,25/10/2030,Định kỳ - Cuối kỳ,1 Năm,"1,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.05,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1000.0,,7.05
2864,MBBL2330006,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1579 ngày,17/11/2023,17/11/2030,Định kỳ - Cuối kỳ,1 Năm,500,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.93,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,500.0,,6.93
2865,MBBL2330007,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1599 ngày,07/12/2023,07/12/2030,Định kỳ - Cuối kỳ,1 Năm,400,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.88,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,400.0,,6.88
2866,MBBL2330009,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1610 ngày,18/12/2023,18/12/2030,Định kỳ - Cuối kỳ,1 Năm,200,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.98,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,200.0,,6.98
2867,MBBL2330010,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1620 ngày,28/12/2023,28/12/2030,Định kỳ - Cuối kỳ,1 Năm,100,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.65,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,100.0,,6.65
2868,MBBL2330011,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1621 ngày,29/12/2023,29/12/2030,Định kỳ - Cuối kỳ,1 Năm,199,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.75,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,199.0,,6.75
2869,MBBL2330012,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1621 ngày,29/12/2023,29/12/2030,Định kỳ - Cuối kỳ,1 Năm,150,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.75,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,150.0,,6.75
2870,MBBL2426012,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",2 Năm,,19/06/2024,19/06/2026,Định kỳ - Cuối kỳ,1 Năm,"20,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.28,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,20000.0,,5.28
2871,MBBL2426014,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",2 Năm,,20/06/2024,20/06/2026,Định kỳ - Cuối kỳ,1 Năm,"20,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.28,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,20000.0,,5.28
2872,MBBL2426018,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",2 Năm,3 ngày,25/07/2024,25/07/2026,Định kỳ - Cuối kỳ,1 Năm,"20,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.45,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,20000.0,,5.45
2873,MBBL2426019,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",2 Năm,4 ngày,26/07/2024,26/07/2026,Định kỳ - Cuối kỳ,1 Năm,"20,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.45,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,20000.0,,5.45
2874,MBBL2427015,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",3 Năm,366 ngày,23/07/2024,23/07/2027,Định kỳ - Cuối kỳ,1 Năm,"20,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.45,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,20000.0,,5.45
2875,MBBL2427016,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",3 Năm,367 ngày,24/07/2024,24/07/2027,Định kỳ - Cuối kỳ,1 Năm,"20,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.45,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,20000.0,,5.45
2876,MBBL2427017,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",3 Năm,368 ngày,25/07/2024,25/07/2027,Định kỳ - Cuối kỳ,1 Năm,"20,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.45,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,20000.0,,5.45
2877,MBBL2427020,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",3 Năm,375 ngày,01/08/2024,01/08/2027,Định kỳ - Cuối kỳ,1 Năm,"20,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.45,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,20000.0,,5.45
2878,MBBL2427021,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",3 Năm,379 ngày,05/08/2024,05/08/2027,Định kỳ - Cuối kỳ,1 Năm,"20,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,5.45,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,100000000.0,20000.0,,5.45
2879,MBBL2431001,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1709 ngày,27/03/2024,27/03/2031,Định kỳ - Cuối kỳ,1 Năm,150,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.5,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,150.0,,6.5
2880,MBBL2431002,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1711 ngày,29/03/2024,29/03/2031,Định kỳ - Cuối kỳ,1 Năm,100,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.2,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,100.0,,6.2
2881,MBBL2431005,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1721 ngày,08/04/2024,08/04/2031,Định kỳ - Cuối kỳ,1 Năm,"1,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.18,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1000.0,,6.18
2882,MBBL2431006,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1721 ngày,08/04/2024,08/04/2031,Định kỳ - Cuối kỳ,1 Năm,100,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.18,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,100.0,,6.18
2883,MBBL2431007,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1722 ngày,09/04/2024,09/04/2031,Định kỳ - Cuối kỳ,1 Năm,100,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.18,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,100.0,,6.18
2884,MBBL2431009,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1735 ngày,22/04/2024,22/04/2031,Định kỳ - Cuối kỳ,1 Năm,400,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.18,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,400.0,,6.18
2885,MBBL2431010,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1739 ngày,26/04/2024,26/04/2031,Định kỳ - Cuối kỳ,1 Năm,301,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.17,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,301.0,,6.17
2886,MBBL2431011,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1770 ngày,27/05/2024,27/05/2031,Định kỳ - Cuối kỳ,1 Năm,200,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.18,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,200.0,,6.18
2887,MBBL2431013,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",7 Năm,1794 ngày,20/06/2024,20/06/2031,Định kỳ - Cuối kỳ,1 Năm,"1,000",,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.18,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,1000.0,,6.18
2888,MBBL2431023,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,1976 ngày,19/12/2024,19/12/2031,Định kỳ - Cuối kỳ,1 Năm,500,500,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.28,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,6.28
2889,MBBL2431024,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",7 Năm,1977 ngày,20/12/2024,20/12/2031,Định kỳ - Cuối kỳ,1 Năm,"1,000","1,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.18,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,1000.0,1000.0,6.18
2890,MBBL2432004,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",8 Năm,2083 ngày,04/04/2024,04/04/2032,Định kỳ - Cuối kỳ,1 Năm,200,200,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.28,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,1000000000.0,200.0,200.0,6.28
2891,MBBL2432022,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",8 Năm,2340 ngày,17/12/2024,17/12/2032,Định kỳ - Cuối kỳ,1 Năm,"10,000","10,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.4,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,10000.0,10000.0,6.4
2892,MBBL2432025,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",8 Năm,2343 ngày,20/12/2024,20/12/2032,Định kỳ - Cuối kỳ,1 Năm,"3,000","3,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.28,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,3000.0,3000.0,6.28
2893,MBBL2432026,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",8 Năm,2346 ngày,23/12/2024,23/12/2032,Định kỳ - Cuối kỳ,1 Năm,500,500,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.28,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,500.0,500.0,6.28
2894,MBBL2432027,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"100,000,000",8 Năm,2346 ngày,23/12/2024,23/12/2032,Định kỳ - Cuối kỳ,1 Năm,"7,000","7,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.28,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,7000.0,7000.0,6.28
2895,MBBL2434003,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",10 Năm,2807 ngày,29/03/2024,29/03/2034,Định kỳ - Cuối kỳ,3 Tháng,800,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.5,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,800.0,,6.5
2896,MBBL2434008,VNĐ,NGÂN HÀNG TMCP QUÂN ĐỘI,"1,000,000,000",10 Năm,2826 ngày,17/04/2024,17/04/2034,Định kỳ - Cuối kỳ,3 Tháng,200,,Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,6.47,Tổ chức chuyên nghiệp,,,,,,,Hết lưu hành,1000000000.0,200.0,,6.47
2897,MBLAND TONKIN_BOND_2019_1,VNĐ,CTCP MBLAND TONKIN,"100,000,000",3 Năm,,23/04/2019,23/04/2022,Định kỳ - Cuối kỳ,6 Tháng,"4,000",0,Công ty Cổ phần Chứng khoán Navibank,10.2,,,,,,,,Hết lưu hành,100000000.0,4000.0,0.0,10.2
2898,MBS_BOND1_2017,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",3 Năm,,13/03/2017,13/03/2020,Định kỳ - Cuối kỳ,1 Năm,85,0,Công ty cổ phần Chứng Khoán MB,8,,,,,,,,Hết lưu hành,1000000000.0,85.0,0.0,8.0
2899,MBS_BOND1_2018,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",3 Năm,,28/03/2018,28/03/2021,Định kỳ - Cuối kỳ,1 Năm,194,0,Công ty cổ phần Chứng Khoán MB,8,,,,,,,,Hết lưu hành,1000000000.0,194.0,0.0,8.0
2900,MBS_BOND2_2017,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",3 Năm,,04/11/2017,04/11/2020,Định kỳ - Cuối kỳ,1 Năm,200,0,Công ty cổ phần Chứng Khoán MB,8,,,,,,,,Hết lưu hành,1000000000.0,200.0,0.0,8.0
2901,MBS_BOND2_2018,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",3 Năm,,23/04/2018,23/04/2021,Định kỳ - Cuối kỳ,1 Năm,110,0,Công ty cổ phần Chứng Khoán MB,8,,,,,,,,Hết lưu hành,1000000000.0,110.0,0.0,8.0
2902,MBS_BOND2_2019,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",1 Năm,,30/08/2019,30/08/2020,Một lần khi đến hạn,1 Năm,200,0,Công ty cổ phần Chứng Khoán MB,8.5,,,,,,,,Hết lưu hành,1000000000.0,200.0,0.0,8.5
2903,MBS_BOND3_2017,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",3 Năm,,24/04/2017,24/04/2020,Định kỳ - Cuối kỳ,1 Năm,215,0,Công ty cổ phần Chứng Khoán MB,8,,,,,,,,Hết lưu hành,1000000000.0,215.0,0.0,8.0
2904,MBS_BOND3_2019,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",3 Năm,,10/10/2019,10/10/2022,Định kỳ - Cuối kỳ,1 Năm,151,0,Công ty cổ phần Chứng Khoán MB,8.5,,,,,,,,Hết lưu hành,1000000000.0,151.0,0.0,8.5
2905,MBS_BOND4_2017,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",3 Năm,,12/07/2017,12/07/2020,Định kỳ - Cuối kỳ,1 Năm,74,0,Công ty cổ phần Chứng Khoán MB,8,,,,,,,,Hết lưu hành,1000000000.0,74.0,0.0,8.0
2906,MBS_BOND4_2019,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",3 Năm,,12/11/2019,12/11/2022,Định kỳ - Cuối kỳ,1 Năm,240,0,Công ty cổ phần Chứng Khoán MB,8.51,,,,,,,,Hết lưu hành,1000000000.0,240.0,0.0,8.51
2907,MBS_BOND5_2017,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",3 Năm,,28/12/2017,28/12/2020,Định kỳ - Cuối kỳ,1 Năm,52,0,Công ty cổ phần Chứng Khoán MB,8,,,,,,,,Hết lưu hành,1000000000.0,52.0,0.0,8.0
2908,MBS12501,VNĐ,Công ty Cổ phần Chứng khoán MB,"100,000,000",24 Tháng,430 ngày,25/09/2025,25/09/2027,Định kỳ - Cuối kỳ,3 Tháng,"5,000","5,000",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,5000.0,5000.0,7.0
2909,MBS12601,VNĐ,Công ty Cổ phần Chứng khoán MB,"100,000,000",24 Tháng,606 ngày,19/03/2026,19/03/2028,Định kỳ - Cuối kỳ,3 Tháng,"9,700","9,700",Tổng công ty Lưu ký và Bù trừ Chứng khoán Việt Nam,7.4,Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,9700.0,9700.0,7.4
2910,MBSH2122001,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",18 Tháng,,26/04/2021,26/10/2022,Định kỳ - Cuối kỳ,6 Tháng,320,,Công ty cổ phần Chứng Khoán MB,7.5,,,,,,,,Hết lưu hành,1000000000.0,320.0,,7.5
2911,MBSH2122002,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",18 Tháng,,08/06/2021,08/12/2022,Định kỳ - Cuối kỳ,18 Tháng,200,0,Công ty Cổ phần chứng khoán Sài Gòn - Hà Nội,7.5,,,,,,,,Hết lưu hành,1000000000.0,200.0,0.0,7.5
2912,MBSH2123003,VNĐ,Công ty Cổ phần Chứng khoán MB,"100,000,000",18 Tháng,,27/08/2021,27/02/2023,Một lần khi đến hạn,18 Tháng,"2,000",0,Công ty cổ phần Chứng Khoán MB,7.2,,,,,,,,Hết lưu hành,100000000.0,2000.0,0.0,7.2
2913,MBSH2123004,VNĐ,Công ty Cổ phần Chứng khoán MB,"1,000,000,000",18 Tháng,,17/11/2021,17/05/2023,Định kỳ - Cuối kỳ,6 Tháng,90,,Công ty cổ phần Chứng Khoán MB,7.3,,,,,,,,Hết lưu hành,1000000000.0,90.0,,7.3
2914,MBSH2223001,VNĐ,Công ty Cổ phần Chứng khoán MB,"100,000,000",18 Tháng,,15/03/2022,15/09/2023,Một lần khi đến hạn,18 Tháng,"2,000",,Công ty cổ phần Chứng Khoán MB,7.2,,,,,,,,Hết lưu hành,100000000.0,2000.0,,7.2
2915,MBSH2327001,VNĐ,Công ty Cổ phần Chứng khoán MB,"100,000,000",48 Tháng,487 ngày,21/11/2023,21/11/2027,Định kỳ - Cuối kỳ,6 Tháng,"1,563","1,563",Công ty cổ phần Chứng Khoán MB,7.6,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,1563.0,1563.0,7.6
2916,MBSH2327002,VNĐ,Công ty Cổ phần Chứng khoán MB,"100,000,000",48 Tháng,518 ngày,22/12/2023,22/12/2027,Định kỳ - Cuối kỳ,6 Tháng,"2,500","2,500",Công ty cổ phần Chứng Khoán MB,7.1,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,2500.0,2500.0,7.1
2917,MBSH2427002,VNĐ,Công ty Cổ phần Chứng khoán MB,"100,000,000",36 Tháng,302 ngày,20/05/2024,20/05/2027,Định kỳ - Cuối kỳ,3 Tháng,"3,000","3,000",Công ty cổ phần Chứng Khoán MB,6.9,Cá nhân chuyên nghiệp; Tổ chức chuyên nghiệp,,,,,,,Lưu hành toàn bộ,100000000.0,3000.0,3000.0,6.9
