article_id,ngay_dang_tin,ten_dn,ma_tp,tieu_de,ghi_chu,tinh_trang,loai_su_kien
32969,22/07/2026,Công ty TNHH Tư vấn Đầu tư Nguyên Bình,NBCCH2124003,"Công bố thông tin về tình hình thanh toán gốc, lãi – Mã NBCCH2124003",,Hiệu lực,
32954,21/07/2026,Công ty cổ phần Thành Thành công - Biên Hòa,SBTH2427001,Công ty Cổ Phần Thành Thành Công - Biên Hòa CBTT về lãi suất thực tế áp dụng cho kỳ tính lãi thứ 05 - mã trái phiếu SBT12401,,Hiệu lực,ls_thuc_te
32942,21/07/2026,Ngân hàng TMCP Phương Đông,OCB12512,"Công bố thông tin về tình hình thực hiện đầy đủ nghĩa vụ với nhà đầu tư, bao gồm việc thanh toán đầy đủ lãi, gốc trái phiếu tại ngày mua lại trái phiếu doanh nghiệp trước hạn (mã trái phiếu: OCB12512)",,Hiệu lực,mua_lai
32947,21/07/2026,Công ty TNHH Phát triển Kinh doanh Xây dựng 3,XD3CH2328001,Công ty TNHH Phát triển Kinh doanh Xây Dựng 3 - Công bố thông tin bổ sung về tình hình thanh toán lãi,,Hiệu lực,tt_bo_sung
32944,21/07/2026,Công ty TNHH Đầu tư Big Gain,BGICH2124002,Công ty TNHH Đầu tư Big Gain - CBTT thanh toán bổ sung trái phiếu mã BGICH2124002,,Hiệu lực,tt_bo_sung
32915,20/07/2026,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,HQNCH2124005,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu không còn dư nợ",,Hiệu lực,tat_toan
32911,17/07/2026,CTCP ĐẦU TƯ VÀ XÂY DỰNG SUNRISE VIỆT NAM,SRSCH2024001,CTCP Đầu tư và Xây dựng Sunrise v/v: Công bố thông tin về tình hình thanh toán gốc lãi trái phiếu tại ngày trái phiếu không còn dư nợ,,Hiệu lực,tat_toan
32909,16/07/2026,CÔNG TY TNHH MẶT TRỜI HẠ LONG,SHL12502,Công bố thông tin về lãi suất thực tế áp dụng cho kỳ tính lãi trái phiếu SHL12502,,Hiệu lực,ls_thuc_te
32908,16/07/2026,CÔNG TY TNHH MẶT TRỜI HẠ LONG,SHL12501,Công bố thông tin về lãi suất thực tế áp dụng cho kỳ tính lãi trái phiếu SHL12501,,Hiệu lực,ls_thuc_te
32910,16/07/2026,CÔNG TY TNHH MẶT TRỜI HẠ LONG,SHL12503,Công bố thông tin về lãi suất thực tế áp dụng cho kỳ tính lãi trái phiếu SH12503,,Hiệu lực,ls_thuc_te
32848,14/07/2026,Công ty cổ phần kinh doanh F88,F8812504,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu F8812504",,Hiệu lực,
32852,14/07/2026,Công ty TNHH Xây dựng và Phát triển Hoàng Long,HLCCH2124003,"Công bố thông tin về tình hình thanh toán gốc, lãi – Mã HLCCH2124003",,Hiệu lực,
32819,14/07/2026,CTCP chứng khoán Kỹ thương,TCX12503,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu TCX12503 tại ngày đáo hạn",,Hiệu lực,tat_toan
32812,14/07/2026,NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBH2126008,"Ngân hàng TMCP Phát triển TP.HCM báo cáo thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn (Mã HDBH2126008)",,Hiệu lực,tat_toan
32806,10/07/2026,Ngân hàng Thương mại Cổ phần Nam Á,NAB12502,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu không còn dư nợ",,Hiệu lực,tat_toan
32794,09/07/2026,CTCP Hưng Thịnh Land,H79CH2124018,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu H79CH2124018",,Hiệu lực,
32787,08/07/2026,CÔNG TY CỔ PHẦN TV - TM - DV ĐỊA ỐC HOÀNG QUÂN MÊKÔNG,HQMCH2328001,Báo cáo hoàn thành thanh toán lãi trái phiếu HQMCH2328001 sau khi chậm thanh toán,,Hiệu lực,khac_phuc
32750,08/07/2026,NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2431002,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày trái phiếu không còn dư nợ mã HDBL2431002",,Hiệu lực,tat_toan
32751,08/07/2026,NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2431003,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày trái phiếu không còn dư nợ mã HDBL2431003",,Hiệu lực,tat_toan
32758,08/07/2026,Ngân hàng Thương mại Cổ phần Nam Á,"NABL2330004,NABL2330005,NAB12501","Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu không còn dư nợ",,Hiệu lực,tat_toan
32748,06/07/2026,Công ty TNHH Đầu tư Big Gain,BGICH2125003,"Công bố thông tin về tình hình thanh toán bổ sung gốc, lãi – mã BGICH2125003",,Hiệu lực,tt_bo_sung
32738,06/07/2026,CÔNG TY TNHH MẶT TRỜI HẠ LONG,SHL12504,Công bố thông tin về lãi suất thực tế áp dụng cho kỳ tính lãi trái phiếu SHL12504,,Hiệu lực,ls_thuc_te
32761,06/07/2026,Ngân hàng TMCP Kỹ thương Việt Nam,TCB12512,CBTT VỀ VIỆC TRÁI PHIẾU TCB12512 KHÔNG CÒN DƯ NỢ,,Hiệu lực,tat_toan
32760,06/07/2026,Ngân hàng TMCP Kỹ thương Việt Nam,TCB12513,CBTT VỀ VIỆC TRÁI PHIẾU TCB12513 KHÔNG CÒN DƯ NỢ,,Hiệu lực,tat_toan
32759,06/07/2026,Ngân hàng TMCP Kỹ thương Việt Nam,TCB12516,CBTT VỀ VIỆC TRÁI PHIẾU TCB12516 KHÔNG CÒN DƯ NỢ,,Hiệu lực,tat_toan
32726,06/07/2026,NH TMCP VIỆT NAM THỊNH VƯỢNG,VPB12506,"Công bố thông tin về việc đã thực hiện đầy đủ nghĩa vụ với nhà đầu tư, bao gồm việc thanh toán đầy đủ lãi, gốc trái phiếu tại ngày trái phiếu không còn dư nợ",,Hiệu lực,tat_toan
32725,06/07/2026,NH TMCP VIỆT NAM THỊNH VƯỢNG,VPB12508,"Công bố thông tin về việc đã thực hiện đầy đủ nghĩa vụ với nhà đầu tư, bao gồm việc thanh toán đầy đủ lãi, gốc trái phiếu tại ngày trái phiếu không còn dư nợ",,Hiệu lực,tat_toan
32741,06/07/2026,Ngân hàng TMCP Kỹ thương Việt Nam,TCB12514,CBTT VỀ VIỆC TRÁI PHIẾU TCB12514 KHÔNG CÒN DƯ NỢ,,Hiệu lực,tat_toan
32742,06/07/2026,Ngân hàng TMCP Kỹ thương Việt Nam,TCB12515,CBTT VỀ VIỆC TRÁI PHIẾU TCB12515 KHÔNG CÒN DƯ NỢ,,Hiệu lực,tat_toan
32740,06/07/2026,Ngân hàng TMCP Kỹ thương Việt Nam,TCB12511,CÔNG BỐ THÔNG TIN VỀ VIỆC TRÁI PHIẾU TCB12511 KHÔNG CÒN DƯ NỢ,,Hiệu lực,tat_toan
32743,06/07/2026,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2125007,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày kết thúc dư nợ HPXH2125007",,Hiệu lực,tat_toan
32720,06/07/2026,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2125007,Hoàn thành thanh toán sau chậm trả HPXH2125007,,Hiệu lực,khac_phuc
32717,03/07/2026,Công ty Cổ phần Kiểm định Xây dựng An Hòa,AHCCH2426001,"Thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
32680,02/07/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123006,"Công bố thông tin về tình hình thanh toán gốc, lãi mã NVLH2123006",,Hiệu lực,
32694,02/07/2026,Công ty cổ phần Huy Dương Group,BHDCH2429001,CBTT Lãi suất thực tế áp dụng cho kỳ tính lãi trái phiếu BHDCH2429001 từ 09/06/2026-09/12/2026,,Hiệu lực,ls_thuc_te
32682,02/07/2026,Ngân hàng TMCP Á Châu,ACB12510,Công bố thông tin hết dư nợ Trái phiếu ACB12510,,Hiệu lực,tat_toan
32681,02/07/2026,Ngân hàng TMCP Á Châu,ACB12507,Công bố thông tin hết dư nợ Trái phiếu ACB12507,,Hiệu lực,tat_toan
32683,02/07/2026,Ngân hàng TMCP Á Châu,ACB12512,Công bố thông tin hết dư nợ Trái phiếu ACB12512,,Hiệu lực,tat_toan
32634,02/07/2026,CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN HOME CREDIT VIỆT NAM,HCVCL2426004,CBTT Thanh Toán Gốc Lãi Trái Phiếu Đáo Hạn,,Hiệu lực,
32635,02/07/2026,CTCP VINHOMES,VHMB2426006,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu đáo hạn VHMB2426006",,Hiệu lực,
32657,01/07/2026,Công ty Cổ phần Hưng Thịnh Investment,"H39CH2123002,H39CH2224003",CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32652,01/07/2026,Công ty Cổ Phần Tập Đoàn Xây Dựng Hòa Bình,HBCH2225002,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
32640,30/06/2026,Ngân hàng TMCP Hàng Hải Việt Nam,MSB12506,CBTT với trái phiếu không còn dư nợ _ MSB12506,,Hiệu lực,tat_toan
32641,30/06/2026,Ngân hàng TMCP Hàng Hải Việt Nam,MSB12505,CBTT với trái phiếu không còn dư nợ _ MSB12505,,Hiệu lực,tat_toan
32621,30/06/2026,CTCP Phát triển Bất động sản Văn Phú (tên cũ: CTCP Đầu tư Văn Phú - Invest),VPIH2426001,Báo cáo hoàn thành thanh toán gốc lãi trái phiếu tại ngày đáo hạn mã VPIH2426001,,Hiệu lực,tat_toan
32618,30/06/2026,CÔNG TY CỔ PHẦN PHÁT TRIỂN VÀ ĐẦU TƯ KINH DOANH MINH AN,MANCB2426001,"Báo cáo tình hình thanh toán gốc, lãi trái phiếu MANCB2426001",,Hiệu lực,
32600,29/06/2026,Công ty TNHH Đầu tư Big Gain,BGICH2125003,"Công bố thông tin về tình hình thanh toán bổ sung gốc, lãi – mã BGICH2125003",,Hiệu lực,tt_bo_sung
32597,29/06/2026,Ngân hàng TMCP Bảo Việt,BVCCL2431001,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
32596,29/06/2026,Ngân hàng TMCP Bảo Việt,BVCCL2431002,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
32602,29/06/2026,CT TNHH KHAI THÁC CHẾ BIẾN KHOÁNG SẢN NÚI PHÁO,"NPMCB2328005,NPMCB2328006","Công bố thông tin về lãi suất thực tế áp dụng cho kỳ tính lãi trái phiếu NPMCB2328005, NPMCB2328006",,Hiệu lực,ls_thuc_te
32587,29/06/2026,CTCP chứng khoán Kỹ thương,TCSCH2126003,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu TCSCH2126003 tại ngày đáo hạn",,Hiệu lực,tat_toan
32601,26/06/2026,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2125007,CBTT bổ sung có liên quan đến lô Trái Phiếu HPXH2125007,,Hiệu lực,
32589,26/06/2026,CTCP Hưng Thịnh Land,"H79CH2123015,H79CH2223001",CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32572,26/06/2026,Ngân hàng TMCP Phương Đông,OCBL2427001,"Công bố thông tin về tình hình thực hiện đầy đủ nghĩa vụ  với nhà đầu tư, bao gồm việc thanh toán đầy đủ lãi, gốc trái phiếu tại ngày  mua lại trái phiếu doanh nghiệp trước hạn (mã trái phiếu: OCBL2427001)",,Hiệu lực,mua_lai
32568,26/06/2026,Ngân hàng TMCP Phương Đông,OCB12510,"Công bố thông tin về tình hình thực hiện đầy đủ nghĩa vụ  với nhà đầu tư, bao gồm việc thanh toán đầy đủ lãi, gốc trái phiếu tại ngày  mua lại trái phiếu doanh nghiệp trước hạn (mã trái phiếu: OCB12510)",,Hiệu lực,mua_lai
32569,26/06/2026,Ngân hàng TMCP Phương Đông,OCB12511,"Công bố thông tin về tình hình thực hiện đầy đủ nghĩa vụ  với nhà đầu tư, bao gồm việc thanh toán đầy đủ lãi, gốc trái phiếu tại ngày  mua lại trái phiếu doanh nghiệp trước hạn (mã trái phiếu: OCB12511)",,Hiệu lực,mua_lai
32548,25/06/2026,Công ty TNHH Đầu tư Big Gain,BGICH2124001,"Công ty TNHH Đầu tư Big Gain - CBTT hoàn thành thanh toán gốc, lãi trái phiếu mã BGICH2124001",,Hiệu lực,tat_toan
32539,24/06/2026,Công ty cổ phần Thành Thành công - Biên Hòa,SBT12501,Công ty Cổ Phần Thành Thành Công - Biên Hòa CBTT về lãi suất thực tế áp dụng cho kỳ tĩnh thứ 04 - mã trái phiếu SBT12501,,Hiệu lực,ls_thuc_te
32540,24/06/2026,Công ty cổ phần Thành Thành công - Biên Hòa,SBTH2327001,Công ty Cổ Phần Thành Thành Công - Biên Hòa CBTT về lãi suất thực tế áp dụng cho kỳ tính lãi thứ 12 - mã trái phiếu SBT12301,,Hiệu lực,ls_thuc_te
32560,24/06/2026,Công ty Cổ phần Tập đoàn Sovico,SVACH2124002,"CBTT về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn mã SVACH212002",,Hiệu lực,tat_toan
32507,24/06/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2224003,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32533,23/06/2026,Công ty TNHH Tư vấn Đầu tư Nguyên Bình,NBCCH2124002,"Công bố thông tin về tình hình thanh toán gốc, lãi – Mã NBCCH2124002",,Hiệu lực,
32529,23/06/2026,NGÂN HÀNG TNHH MỘT THÀNH VIÊN SHINHAN VIỆT NAM,SBVCL2426007,"CBTT về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn (Mẫu 3.2 B - Thông tư 76/2024/TT-BTC)",,Hiệu lực,tat_toan
32484,22/06/2026,Công ty TNHH Đầu tư Big Gain,BGICH2124001,Công ty TNHH Đầu tư Big Gain - CBTT thanh toán bổ sung trái phiếu mã BGICH2124001,,Hiệu lực,tt_bo_sung
32504,22/06/2026,Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal,NSRCH2223001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã NSRCH2223001",,Hiệu lực,
32486,22/06/2026,Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal,NSRCH2223001,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu mã NSRCH2223001",,Hiệu lực,
32464,19/06/2026,CTCP chứng khoán Kỹ thương,TCSCH2126002,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu TCSCH2126002 tại ngày đáo hạn",,Hiệu lực,tat_toan
32492,19/06/2026,TỔNG CÔNG TY ĐÔNG BẮC,DBCCH2126001,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu tại ngày đáo hạn mã trái phiếu DBCCH2126001",,Hiệu lực,
32468,19/06/2026,Công ty Tài chính tín dụng tiêu dùng TNHH MB Shinsei (Tên cũ: Công ty Tài chính TNHH MB Shinsei),MSF12501,"Công bố thông tin tình hình thực hiện đầy đủ nghĩa vụ với nhà đầu tư, bao gồm việc thanh toán đầy đủ lãi, gốc trái phiếu tại ngày mua lại trái phiếu doanh nghiệp trước hạn",,Hiệu lực,mua_lai
32478,18/06/2026,Công ty cổ phần Kinh doanh và Đầu tư Bình Dương,ITCH1924001,Công bố thông tin hoàn thành thanh toán gốc lãi trái phiếu ITCH1924001,,Hiệu lực,tat_toan
32461,18/06/2026,Công ty cổ phần tập đoàn Danh Khôi,NRCH2123001,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32457,18/06/2026,Công ty Cổ Phần Tập Đoàn Xây Dựng Hòa Bình,HBCH2225002,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
32455,17/06/2026,CÔNG TY CỔ PHẦN TANDOLAND,,Tạm hoãn ngày phát hành Trái phiếu Mã TDR12602,,Hiệu lực,
32446,17/06/2026,CTCP Hưng Thịnh Land,H79CH2223001,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32436,16/06/2026,Công ty Cổ Phần Tập Đoàn Xây Dựng Hòa Bình,HBCH2225002,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
32423,15/06/2026,Công ty TNHH Phát triển Phú Mỹ Hưng,"PMH.1700.2019.01,PMH.1700.2019.02","Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,
32397,12/06/2026,Công ty TNHH Đầu tư Big Gain,BGICH2125003,"Công bố thông tin về tình hình thanh toán bổ sung gốc, lãi – mã BGICH2125003",,Hiệu lực,tt_bo_sung
32383,12/06/2026,Công ty TNHH Đầu tư Big Gain,BGICH2124001,CT TNHH Đầu tư Big Gain - CBTT thanh toán bổ sung trái phiếu mã BGICH2124001,,Hiệu lực,tt_bo_sung
32407,12/06/2026,CTCP TRANSIMEX,TMSH2326001,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,
32389,12/06/2026,CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN HOME CREDIT VIỆT NAM,HCVCL2426003,CBTT về hoàn thành việc thanh toán gốc lãi mã trái phiếu HCV12403,,Hiệu lực,tat_toan
32390,12/06/2026,CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN HOME CREDIT VIỆT NAM,HCVCL2426002,"CBTT về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
32382,12/06/2026,CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2126002,Công bố thông tin về tình hình thanh toán gốc lãi mã trái phiếu VJCH2126002,,Hiệu lực,
32377,11/06/2026,Công ty TNHH Xây dựng và Phát triển Hoàng Long,HLCCH2124002,"Công bố thông tin về tình hình thanh toán gốc, lãi – Mã HLCCH2124002",,Hiệu lực,
32375,11/06/2026,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2124001,"CTCP Kinh doanh Nhà Sunshine - CBTT thanh toán bổ sung gốc, lãi trái phiếu mã SHJCH2124001",,Hiệu lực,tt_bo_sung
32364,11/06/2026,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2126003,"CTCP Kinh doanh Nhà Sunshine CBTT thanh toán gốc, lãi trái phiếu tại ngày đáo hạn - Mã SHJCH2126003",,Hiệu lực,
32376,10/06/2026,CTCP Hưng Thịnh Land,H79CH2123015,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32369,09/06/2026,Công ty Cổ Phần Tập Đoàn Xây Dựng Hòa Bình,HBCH2225002,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
32354,08/06/2026,Công ty Cổ Phần Tập Đoàn Xây Dựng Hòa Bình,HBCH2225002,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
32353,08/06/2026,Công ty Cổ phần Hưng Thịnh Investment,"H39CH2123002,H39CH2224003",CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32343,08/06/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu H39CH2122001",,Hiệu lực,
32336,08/06/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu H39CH2122001",,Hiệu lực,
32315,03/06/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2224003,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32312,02/06/2026,Công ty Cổ phần Hưng Thịnh Investment,"H39CH2123002,H39CH2224003",CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32317,02/06/2026,Công ty Cổ Phần Tập Đoàn Xây Dựng Hòa Bình,HBCH2225002,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
32316,02/06/2026,CTCP Hưng Thịnh Land,"H79CH2123015,H79CH2223001",CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32303,01/06/2026,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2124001,"CTCP Kinh doanh Nhà Sunshine - CBTT thanh toán bổ sung gốc, lãi trái phiếu SHJCH2124001",,Hiệu lực,tt_bo_sung
32313,01/06/2026,CTCP Hưng Thịnh Land,"H79CH2123015,H79CH2223001",CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32297,29/05/2026,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã trái phiếu NTDCH2227001",,Hiệu lực,
32293,29/05/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2224003,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32294,29/05/2026,Công ty Cổ phần du lịch Thiên Minh,TMG201903,Kết quả mua lại Trái Phiếu TMG201903,,Hiệu lực,mua_lai
32287,27/05/2026,CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJCH2126001,Công bố thông tin về tình hình thanh toán gốc lãi mã trái phiếu VJCH2126001,,Hiệu lực,
32279,27/05/2026,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2125002,"CTCP Kinh doanh Nhà Sunshine - CBTT thanh toán bổ sung gốc, lãi trái phiếu mã SHJCH2125002",,Hiệu lực,tt_bo_sung
32283,27/05/2026,Công ty Cổ phần Đầu tư TDG Global,TDGH2326001,"Báo cáo tình hình thanh toán gốc, lãi trái phiếu đáo hạn",,Hiệu lực,
32245,26/05/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2224003,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32263,26/05/2026,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,HQNCH2124005,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32271,25/05/2026,CTCP Hưng Thịnh Land,H79CH2225002,"Công bố thông tin về tình hình thanh toán gốc, lãi TP H79CH2225002",,Hiệu lực,
32242,22/05/2026,Công ty TNHH Đầu tư Big Gain,BGICH2125003,"Công bố thông tin về tình hình thanh toán bổ sung gốc, lãi – mã BGICH2125003",,Hiệu lực,tt_bo_sung
32247,22/05/2026,CTCP Hưng Thịnh Land,"H79CH2123015,H79CH2223001",CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32233,21/05/2026,CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI VKT - HÒA AN,VKTCH2132001,Công bố thông tin khác về việc thực hiện quyền bán lại và nhận lãi mã trái phiếu VKTCH2132001,,Hiệu lực,ban_lai
32218,20/05/2026,CTCP Chứng khoán Rồng Việt,VDS12502,"Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn (mã VDS12502)",,Hiệu lực,tat_toan
32217,19/05/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123014,"CBTT về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123014",,Hiệu lực,
32201,18/05/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2224003,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32203,18/05/2026,Công ty Cổ phần Sunshine Rental (Tên cũ: CTCP Đầu tư Kinh doanh Bất động sản S-Homes),SSHCH2123002,Công ty cổ phần Đầu tư Kinh doanh Bất động sản S-Homes CBTT về việc: thanh toán bổ sung gốc lãi trái phiếu,,Hiệu lực,tt_bo_sung
32200,18/05/2026,CTCP Hưng Thịnh Land,H79CH2123015,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32198,15/05/2026,CTCP VINHOMES,VHMB2426005,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu đáo hạn VHMB2426005",,Hiệu lực,
32191,15/05/2026,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2125002,CTCP Kinh doanh Nhà Sunshine - CBTT thanh toán bổ sung mã SHJCH2125002,,Hiệu lực,tt_bo_sung
32188,14/05/2026,TẬP ĐOÀN VINGROUP - CÔNG TY CP,VICH2426004,"Báo cáo về việc hoàn thành việc thanh toán gốc, lãi trái phiếu đáo hạn",,Hiệu lực,tat_toan
32178,14/05/2026,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2124001,CTCP Kinh doanh Nhà sunshine - CBTT tình hình thanh toán bổ sung,,Hiệu lực,tt_bo_sung
32177,14/05/2026,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2124001,CTCP Kinh doanh Nhà Sunshine - CBTT tình hình thanh toán tại ngày đáo hạn,,Hiệu lực,
32167,13/05/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu H39CH2122001",,Hiệu lực,
32145,11/05/2026,TẬP ĐOÀN VINGROUP - CÔNG TY CP,VICH2426003,"Báo cáo về việc hoàn thành việc thanh toán gốc, lãi trái phiếu đáo hạn",,Hiệu lực,tat_toan
32132,08/05/2026,Công ty cổ phần kinh doanh F88,F8812502,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu F8812502",,Hiệu lực,
32126,07/05/2026,CTCP Hưng Thịnh Land,H79CH2223001,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32115,06/05/2026,CTCP FECON,FCNH2426001,"Thanh toán gốc, lãi cuối cùng trái phiếu FCNH2426001",,Hiệu lực,
32118,06/05/2026,CTCP In và Bao bì Goldsun,GSPCB2225003,Công bố thông tin về tình hình thanh toán gốc lãi tại ngày đáo hạn,,Hiệu lực,
32107,05/05/2026,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2224006,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2224006",,Hiệu lực,
32108,05/05/2026,Công Ty Trách Nhiệm Hữu Hạn Phát Triển Bất Động Sản Nhà Sài Gòn,SGRCH2426001,"CÔNG BỐ THÔNG TIN VỀ TÌNH HÌNH THANH TOÁN GỐC,LÃI TRÁI PHIẾU",,Hiệu lực,
32103,05/05/2026,CTCP NOVA FINAL SOLUTION,NOVA FINAL SOLUTION.BOND.2019,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
32090,04/05/2026,Công ty cổ phần Đầu tư và Phát triển Residence,RESCH2426001,"Công bố thông tin về tình hình thanh toán gốc,lãi trái phiếu",,Hiệu lực,
32094,04/05/2026,Công ty Cổ phần Hưng Thịnh Investment,"H39CH2123002,H39CH2224003",CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
32086,04/05/2026,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu H39CH2122001",,Hiệu lực,
32058,04/05/2026,Công ty Cổ phần Thương mại Du lịch Đầu tư Cù Lao Chàm,CHACB2426001,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu",,Hiệu lực,
32093,04/05/2026,CTCP Hưng Thịnh Land,"H79CH2123015,H79CH2223001",CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
