article_id,ngay_dang_tin,ten_dn,ma_tp,tieu_de,ghi_chu,tinh_trang,loai_su_kien
29937,15/12/2025,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2124001,CÔNG TY CỔ PHẦN KINH DOANH NHÀ SUNSHINE -CBTT thanh toán bổ sung,,Hiệu lực,tt_bo_sung
29934,15/12/2025,Công ty TNHH Saigon Glory,SGL-2020.02,"CÔNG TY TNHH SAIGON GLORY_cập nhật thanh toán bổ sung thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
29910,11/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHỆ TÀI CHÍNH ENCAPITAL,ECFCH2425001,"Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn trái phiếu ECFCH2425001",,Hiệu lực,tat_toan
29900,11/12/2025,Công ty Cổ phần DNP Holding,DNPH2025001,Công ty Cổ phần DNP Holding báo cáo về hoàn thành việc thanh toán gốc lãi trái phiếu DNPH2025001 tại ngày đáo hạn,,Hiệu lực,tat_toan
29889,09/12/2025,Công ty Cổ Phần Tập Đoàn Xây Dựng Hòa Bình,HBCH2225002,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
29881,08/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHỆ TÀI CHÍNH ENCAPITAL,ECFCH2425001,"Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn trái phiếu ECFCH2425001",,Hết hiệu lực,tat_toan
29847,05/12/2025,CTCP Tập đoàn Thái Tuấn,TTDCH2122001,Báo cáo tình hình thanh toán Gốc lãi gói 1_01.12.2025,,Hiệu lực,
29848,05/12/2025,CTCP Tập đoàn Thái Tuấn,TTDCH2122002,Báo cáo tình hình thanh toán Trái phiếu gói 2_01122025,,Hiệu lực,
29851,05/12/2025,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,AGRIBANK BOND - 15,"Agribank công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã AGRIBANK BOND - 15 tại ngày đáo hạn (02/12/2025)",,Hiệu lực,
29857,05/12/2025,Công ty cổ phần kinh doanh F88,F88CH2425008,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu F88CH2425008",,Hiệu lực,
29856,05/12/2025,Công ty Cổ phần Bất động sản BNP Global,BNPCH2123002,"Công bố thông tin về tình hình thanh toán gốc, lãi mã trái phiếu BNPCH2123002",,Hiệu lực,
29860,05/12/2025,Công ty Cổ phần Phát triển Bất động sản Nhật Quang,NQRB2124001,CÔNG TY CỔ PHẦN PHÁT TRIỂN BẤT ĐỘNG SẢN NHẬT QUANG CBTT vv thanh thanh toán bổ sung sau khi chậm thanh toán,,Hiệu lực,khac_phuc
29861,05/12/2025,Công ty Cổ phần Phát triển Bất động sản Nhật Quang,NQRB2124001,CÔNG TY CỔ PHẦN PHÁT TRIỂN BẤT ĐỘNG SẢN NHẬT QUANG CBTT vv bổ sung thanh toán lãi sau khi chậm thanh toán,,Hiệu lực,khac_phuc
29830,04/12/2025,NGÂN HÀNG TMCP QUÂN ĐỘI,MB.2018.7Y.01,"MBB - Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hết hiệu lực,tat_toan
29825,04/12/2025,Công ty Cổ phần Bất động sản BNP Global,BNPCH2123002,"Công bố thông tin về tình hình thanh toán gốc, lãi mã trái phiếu BNPCH2123002",,Hiệu lực,
29821,03/12/2025,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE",VNECH2123001,"CTCP Đầu tư, thương mại và Phát triển Xây dựng Sunshine VNE v/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi",,Hiệu lực,tt_bo_sung
29783,02/12/2025,CTCP KINH DOANH NHÀ SUNSHINE,SSHOUSING.H.20.23.001,Công ty cổ phần Kinh doanh Nhà Sunshine - CBTT về hoàn thành việc thanh toán gốc lãi trái phiếu tại ngày đáo hạn,,Hiệu lực,tat_toan
29789,01/12/2025,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE",VNECH2123001,"CTCP Đầu tư, thương mại và Phát triển Xây dựng Sunshine VNE v/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi",,Hiệu lực,tt_bo_sung
29772,26/11/2025,Công ty Cổ phần Pan Farm,PAFCH2325003,Báo cáo về hoàn thành việc thanh toán gốc lãi trái phiếu tại ngày đáo hạn mã trái phiếu PAFCH2325003,,Hiệu lực,tat_toan
29759,25/11/2025,CTCP SUNSHINE CAB,SSC.H.20.23.001,Công ty Cổ phần Sunshine Cab - CBTT về hoàn thành thanh toán gốc lãi trái phiếu tại ngày đáo hạn,,Hiệu lực,tat_toan
29766,25/11/2025,Công ty TNHH Đầu tư Bất động sản Unity,UNICH2124002,"Thông tin về chậm thanh toán gốc, lãi trái phiếu: Chậm mua lại theo lịch mua lại trái phiếu",,Hiệu lực,mua_lai
29765,25/11/2025,Công ty TNHH Đầu tư Bất động sản Unity,UNICH2124001,"Công bố thông tin về tình hình thanh toán gốc, lãi: Chậm mua lại theo lịch mua lại trái phiếu",,Hiệu lực,mua_lai
29756,25/11/2025,CTCP Tập đoàn ASG,ASG_BONDS_2020,"CTCP Tập đoàn ASG báo cáo về việc hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
29753,24/11/2025,CTCP VINHOMES,VHMB2325004,"Công bố thông tin tình hình thanh toán gốc, lãi Trái phiếu tại ngày đáo hạn mã trái phiếu VHMB2325004",,Hiệu lực,
29748,24/11/2025,CTCP KINH DOANH NHÀ SUNSHINE,SHJCH2124001,CÔNG TY CỔ PHẦN KINH DOANH NHÀ SUNSHINE -CBTT thanh toán bổ sung,,Hiệu lực,tt_bo_sung
29746,24/11/2025,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)",GMECH2123007,"GEE_ Công bố thông tin về tình hình thanh toán gốc, lãi đáo hạn_ GME12107",,Hiệu lực,
29732,24/11/2025,Công ty TNHH Đầu tư Big Gain,BGICH2124001,Công ty TNHH Đầu tư Big Gain - CBTT thanh toán bổ sung,,Hiệu lực,tt_bo_sung
29740,21/11/2025,CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI VKT - HÒA AN,VKTCH2132001,Công bố thông tin khác về việc thực hiện quyền bán lại và nhận lãi mã trái phiếu VKTCH2132001,,Hiệu lực,ban_lai
29739,21/11/2025,Công ty cổ phần kinh doanh F88,F88CH2425007,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu F88CH2425007",,Hiệu lực,
29736,20/11/2025,Công ty cổ phần chứng khoán UP (tên cũ:Công ty cổ phần chứng khoán Quốc tế Hoàng Gia),UPS12501,Đính chính Nghị quyết HĐQT số 45/2025/NQ-HĐQT và Bản công bố thông tin về phát hành trái phiếu riêng lẻ tại thị trường trong nước ngày 02/10/2025,,Hiệu lực,
29728,20/11/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123011,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123011",,Hiệu lực,
29727,19/11/2025,CTCP KINH DOANH VÀ PHÁT TRIỂN BÌNH DƯƠNG,TDC.BOND.2020.700,Báo cáo hoàn thành việc thanh toán gốc lãi trái phiếu mã TDC.BOND.700.2020,,Hiệu lực,tat_toan
29724,18/11/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123014,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123014",,Hiệu lực,
29721,18/11/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123011,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123011",,Hiệu lực,
29709,17/11/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123011,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123011",,Hiệu lực,
29710,17/11/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123011,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
29699,14/11/2025,CTCP Hưng Thịnh Land,H79CH2124018,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu H79CH2124018",,Hiệu lực,
29675,12/11/2025,CTCP KHÁCH SẠN VỊNH HẠ LONG,HLHCH2125001,CTCP Khách sạn Vịnh Hạ Long CBTT khác - về việc: cập nhật hoàn thành thanh toán gốc trái phiếu sau khi chậm thanh toán và thanh toán lãi phạt chậm thanh toán gốc trái phiếu,,Hiệu lực,khac_phuc
29674,11/11/2025,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,"Công bố thông tin về cập nhật thanh toán bổ sung/hoàn thành thanh toán gốc, lãi trái phiếu NTDCH2227001",,Hiệu lực,tt_bo_sung
29658,10/11/2025,CTCP Hưng Thịnh Land,HTLAND.2020.TV01,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu HTLAND.2020.TV01",,Hiệu lực,
29655,10/11/2025,CTCP Hưng Thịnh Land,HTL-H2023-008,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu HTL-H2023-008",,Hiệu lực,
29654,10/11/2025,CTCP Hưng Thịnh Land,HTL-H2023-007,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu HTL-H2023-007",,Hiệu lực,
29653,10/11/2025,CTCP Hưng Thịnh Land,HTL-H2023-006,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu HTL-H2023-006",,Hiệu lực,
29657,10/11/2025,CTCP Hưng Thịnh Land,HTL-H2023-005,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu HTL-H2023-005",,Hiệu lực,
29660,10/11/2025,CTCP Hưng Thịnh Land,H79CH2124017,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu H79CH2124017",,Hiệu lực,
29651,10/11/2025,CTCP Hưng Thịnh Land,H79CH2124001,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu H79CH2124001",,Hiệu lực,
29659,10/11/2025,CTCP Hưng Thịnh Land,H79CH2123021,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu H79CH2123021",,Hiệu lực,
29656,10/11/2025,CTCP Hưng Thịnh Land,HTL-H2023-009,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu HTL-H2023-009",,Hiệu lực,
29650,10/11/2025,CTCP Hưng Thịnh Land,H79CH2123002,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu H79CH2123002",,Hiệu lực,
29588,04/11/2025,CTCP Tập đoàn Thái Tuấn,TTDCH2122002,Công bố thông tin về tình hình thanh toán Gốc lãi trái phiếu gói 2 đến 31/10/2025,,Hiệu lực,
29587,04/11/2025,CTCP Tập đoàn Thái Tuấn,TTDCH2122001,Công bố thông tin về tình hình thanh toán Gốc lãi trái phiếu gói 1 đến 31/10/2025,,Hiệu lực,
29576,03/11/2025,Công ty Cổ phần Sunshine Rental (Tên cũ: CTCP Đầu tư Kinh doanh Bất động sản S-Homes),SSHCH2123002,Công ty CP Đầu tư Kinh doanh Bất động sản S-Homes - V/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi,,Hiệu lực,tt_bo_sung
29574,03/11/2025,Công ty TNHH Saigon Glory,SGL-2020.04,"CÔNG TY TNHH SAIGON GLORY - Báo cáo về cập nhật thanh toán bổ sung thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
29573,03/11/2025,Công ty TNHH Saigon Glory,SGL-2020.04,"CÔNG TY TNHH SAIGON GLORY - Thông tin về cập nhật thanh toán bổ sung thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
29569,03/11/2025,Công ty TNHH Saigon Glory,SGL-2020.02,"CÔNG TY TNHH SAIGON GLORY - Báo cáo về cập nhật thanh toán bổ sung thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
29565,30/10/2025,Công ty Cổ phần Sunshine Rental (Tên cũ: CTCP Đầu tư Kinh doanh Bất động sản S-Homes),SSHCH2123002,Công ty CP Đầu tư Kinh doanh Bất động sản S-Homes - Công bố thông tin về việc thanh toán gốc lãi trái phiếu tại ngày đáo hạn,,Hiệu lực,
29560,30/10/2025,CTCP Tập đoàn Thái Tuấn,TTDCH2122002,Công bố thông tin tình hình thanh toán gốc lãi trái phiếu gói 2_TTG,,Hiệu lực,
29548,29/10/2025,Công ty TNHH Đầu tư Big Gain,BGICH2124001,CÔNG TY TNHH ĐẦU TƯ BIG GAIN – CBTT về tình hình thanh toán bổ sung,,Hiệu lực,tt_bo_sung
29562,29/10/2025,Công ty TNHH Saigon Glory,SGL-2020.02,"Công Ty TNHH Saigon Glory - Báo cáo về cập nhật thanh toán bổ sung thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
29547,29/10/2025,CTCP SUNSHINE MARINA NHA TRANG,SMNCH2123001,CÔNG TY CỔ PHẦN SUNSHINE MARINA NHA TRANG – CBTT về tình hình thanh toán tại ngày đáo hạn,,Hiệu lực,
29542,29/10/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2225002,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29546,28/10/2025,CTCP SUNSHINE MARINA NHA TRANG,SMNCH2123001,CÔNG TY CỔ PHẦN SUNSHINE MARINA NHA TRANG – CBTT về tình hình thanh toán bổ sung,,Hiệu lực,tt_bo_sung
29519,28/10/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu H39CH2122001",,Hiệu lực,
29533,27/10/2025,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE",VNECH2123001,"CTCP Đầu tư, thương mại và Phát triển Xây dựng Sunshine VNE v/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi",,Hiệu lực,tt_bo_sung
29534,27/10/2025,Công ty Cổ phần Xây lắp Sunshine E&C,SECCH2224001,Công ty Cổ phần Xây lắp Sunshine E&C V/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi,,Hiệu lực,tt_bo_sung
29516,24/10/2025,Ngân hàng TMCP Á Châu,ACBL2325009,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày đáo hạn (Mã trái phiếu: ACBL2325009)",,Hiệu lực,
29523,24/10/2025,Công ty TNHH Đầu tư Bất động sản Unity,UNICH2124001,"Thông tin về chậm thanh toán gốc, lãi trái phiếu: Chậm mua lại theo lịch mua lại trái phiếu",,Hiệu lực,mua_lai
29504,23/10/2025,CTCP ĐẦU TƯ THƯƠNG MẠI SUNSHINE BUSINESS,SSBH2023001,"CTCP Đầu tư Thương mại Sunshine Business - CBTT v/v thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,
29515,23/10/2025,Công ty Cổ phần Pan Farm,PAFCH2325002,Báo cáo về hoàn thành việc thanh toán gốc lãi trái phiếu tại ngày đáo hạn mã trái phiếu PAFCH2325002,,Hiệu lực,tat_toan
29514,23/10/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123007,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123007",,Hiệu lực,
29502,22/10/2025,Công ty cổ phần Đầu tư Technical,TECHNICALH2024001,"Thông tin về cập nhật thanh toán bổ sung/hoàn thành thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
29501,22/10/2025,Công ty cổ phần Đầu tư Technical,TECHNICALH2024001,"Thông tin về cập nhật thanh toán bổ sung/hoàn thành thanh toán gốc, lãi trái phiếu sau khi chậm thanh toán",,Hiệu lực,khac_phuc
29496,21/10/2025,CTCP Hưng Thịnh Land,H79CH2124019,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu H79CH2124019",,Hiệu lực,
29495,21/10/2025,CTCP Hưng Thịnh Land,H79CH2124018,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu H79CH2124018",,Hiệu lực,
29494,21/10/2025,CTCP VINHOMES,"VHMB2325002,VHMB2325003","Báo cáo tình hình thanh toán gốc, lãi Trái phiếu tại ngày đáo hạn",,Hiệu lực,
29491,21/10/2025,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)",GMECH2123006,"Công bố thông tin tình hành thanh toán gốc, lãi tại ngày đáo hạn",,Hiệu lực,
29487,20/10/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123003,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2123003",,Hiệu lực,
29453,14/10/2025,Công ty cổ phần bất động sản thế kỷ,CRE202001,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu",,Hiệu lực,
29441,13/10/2025,CTCP Chứng khoán Rồng Việt,VDSH2425004,"Công bố thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn (mã VDSH2425004)",,Hiệu lực,tat_toan
29429,13/10/2025,Ngân hàng TMCP Á Châu,ACBL2325008,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày đáo hạn (Mã trái phiếu: ACBL2325008)",,Hiệu lực,
29424,10/10/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2122001,"Công bố thông tin về tình hình thanh toán gốc, lãi Trái phiếu H39CH2122001",,Hết hiệu lực,
29303,07/10/2025,Công ty cổ phần kinh doanh F88,F88CH2425006,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu F88CH2425006",,Hiệu lực,
29321,07/10/2025,Công ty TNHH Phát triển Phú Mỹ Hưng,,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,
29304,07/10/2025,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE",VNECH2123001,"CTCP Đầu tư, thương mại và Phát triển Xây dựng Sunshine VNE v/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi",,Hiệu lực,tt_bo_sung
29318,06/10/2025,Công ty Cổ phần Xây lắp Sunshine E&C,SECCH2224001,Công ty Cổ phần Xây lắp Sunshine E&C V/v: Công bố thông tin về tình hình thanh toán bổ sung gốc lãi,,Hiệu lực,tt_bo_sung
29317,06/10/2025,Công ty Cổ phần Sunshine Rental (Tên cũ: CTCP Đầu tư Kinh doanh Bất động sản S-Homes),SSHCH2123002,CTCP Đầu tư Kinh doang BĐS S-Homes - CBTT tình hình thanh toán bổ sung,,Hiệu lực,tt_bo_sung
29298,03/10/2025,Công ty Cổ phần Hưng Thịnh Investment,H39CH2123004,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29275,02/10/2025,CTCP Đầu tư phát triển BĐS TMT,TMTCH2330001,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
29306,02/10/2025,Công ty Cổ phần Đầu tư TDG Global,TDGH2427001,Công bố thông tin về tình hình thanh toán gốc lãi trái phiếu TDGH2427001,,Hiệu lực,
29301,02/10/2025,CTCP Tập đoàn Thái Tuấn,TTDCH2122002,Báo cáo tình hình thanh toán gốc lãi trái phiếu TTDCH2122002,,Hiệu lực,
29300,02/10/2025,CTCP Tập đoàn Thái Tuấn,TTDCH2122001,Tình hình thanh toán gốc lãi trái phiếu TTDCH2122001 đến 30/09/2025,,Hiệu lực,
29263,01/10/2025,Công ty Cổ phần Đầu tư và Du lịch Sài Gòn - Lâm Đồng,SLTCH2328001,Công bố thông tin về tình hinh thanh toán lãi đợt 1 của trái phiếu SLTCH2328001,,Hiệu lực,
29294,01/10/2025,CTCP Hưng Thịnh Land,HTL-H2023-009,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29293,01/10/2025,CTCP Hưng Thịnh Land,HTL-H2023-008,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29292,01/10/2025,CTCP Hưng Thịnh Land,HTL-H2023-007,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29291,01/10/2025,CTCP Hưng Thịnh Land,HTL-H2023-006,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29290,01/10/2025,CTCP Hưng Thịnh Land,HTL-H2023-005,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29289,01/10/2025,CTCP Hưng Thịnh Land,HTL-H2023-004,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29287,01/10/2025,CTCP Hưng Thịnh Land,H79CH2124017,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29285,01/10/2025,CTCP Hưng Thịnh Land,H79CH2124001,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29284,01/10/2025,CTCP Hưng Thịnh Land,H79CH2123021,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29283,01/10/2025,CTCP Hưng Thịnh Land,H79CH2123002,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29271,01/10/2025,CTCP Hưng Thịnh Land,HTLAND.2020.TV01,CBTT về tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,
29262,01/10/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2223008,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2223008",,Hiệu lực,
29261,01/10/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2223007,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã NVLH2223007",,Hiệu lực,
29255,01/10/2025,CTCP SẢN XUẤT VÀ KINH DOANH VINFAST,"VIFCB2225008,VIFCB2225007,VIFCB2225006,VIFCB2225005",Báo cáo tình hình thanh toán gốc lãi TP đáo hạn 26.09.2025,,Hiệu lực,
29177,26/09/2025,"Công ty cổ phần Galaxy Entertainment Holding (Tên cũ: Công ty cổ phần Giải trí và Giáo dục Galaxy, Công ty cổ phần Truyền thông và Giải trí Galaxy)",GMECH2123005,"GEE_Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,
29168,25/09/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2123008,"Công bố thông tin về tình hình thanh toán gốc, lãi HPXH2123008",,Hiệu lực,
29071,24/09/2025,Ngân hàng TMCP Á Châu,ACBL2325006,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày đáo hạn (Mã trái phiếu: ACBL2325006)",,Hiệu lực,
29093,23/09/2025,CTCP Sunshine AM,SAMCH2125003,"Công bố thông tin về tình hình thanh toán gốc, lãi – mã: SAMCH2125003",,Hiệu lực,
29051,18/09/2025,Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal,NSRCH2223001,"Công bố thông tin về tình hình thanh toán gốc, lãi mã NSRCH2223001",,Hiệu lực,
29050,17/09/2025,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN TRƯỜNG LỘC,TLOCB2425001,"Công bố hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn 12/9/2025",,Hiệu lực,tat_toan
29040,17/09/2025,Công ty Cổ phần chứng khoán Bảo Minh,BMSH2425002,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu mã BMSH2425002 tại ngày đáo hạn",,Hiệu lực,
29044,17/09/2025,Công ty TNHH Đầu tư và phát triển bất động sản Phát Đạt,PDACB2425001,Công bố thông tin về tình hình thanh toán gốc lãi,,Hiệu lực,
29045,17/09/2025,CTCP ĐẦU TƯ ĐỊA ỐC NO VA,NVJCH2023003,"Công bố thông tin về tình hình thanh toán gốc, lãi trái phiếu",,Hiệu lực,
29015,16/09/2025,Công ty TNHH Đầu tư và Phát triển BĐS Hải Đăng,HDRCB2425001,Công bố thông tin về tình hình thanh toán gốc lãi tại ngày đáo hạn (Mã trái phiếu HDRCB2425001),,Hiệu lực,
29030,16/09/2025,Ngân hàng TMCP Phương Đông,OCBL2225016,"Ngân hàng TMCP Phương Đông báo cáo thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn mã trái phiếu OCBL2225016",,Hiệu lực,tat_toan
28995,15/09/2025,Ngân hàng TMCP Á Châu,ACBL2325005,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày đáo hạn (Mã trái phiếu: ACBL2325005)",,Hiệu lực,
28994,12/09/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2124002,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hiệu lực,
28923,12/09/2025,CTCP Tập đoàn Thái Tuấn,"TTDCH2122001,TTDCH2122002",Báo cáo tình hình thanh toán Gốc lãi đến 30.08.2025,,Hiệu lực,
28913,10/09/2025,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2125007,"Công bố thông tin về tình hình thanh toán gốc, lãi HPXH2125007",,Hiệu lực,
28827,08/09/2025,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123011,"Công bố thông tin về tình hình thanh toán gốc, lãi",,Hết hiệu lực,
28781,08/09/2025,TẬP ĐOÀN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP BECAMEX-CTCP (tên cũ: TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,BCMH2025002,"Báo cáo về hoàn thành việc thanh toán gốc, lãi trái phiếu BCMH2025002 tại ngày đáo hạn",,Hiệu lực,tat_toan
28642,05/09/2025,Công ty Cổ phần Đầu tư Bất động sản Taseco,TALCH2325002,"Công bố thông tin về tình hình thanh toán gốc, lãi.",,Hiệu lực,
28555,04/09/2025,Ngân hàng TMCP Phương Đông,OCBL2325007,"Ngân hàng TMCP Phương Đông báo cáo thông tin về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn mã trái phiếu OCBL2325007",,Hiệu lực,tat_toan
28534,03/09/2025,Công ty Cổ phần Tập đoàn Sovico,SVGL2023097,"CBTT về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
28439,03/09/2025,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,30122017-01,CBTT bất thường về việc thanh toán toàn bộ gốc trái phiếu mã 30122017-01,,Hiệu lực,
28120,29/08/2025,Công ty TNHH Đầu tư Big Gain,BGICH2124002,Công ty TNHH Đầu tư Big Gain- CBTT thanh toán gốc bổ sung,,Hiệu lực,tt_bo_sung
27967,29/08/2025,Ngân hàng TMCP Á Châu,ACBL2325004,"Công bố thông tin về tình hình thanh toán gốc, lãi tại ngày đáo hạn (Mã trái phiếu: ACBL2325004)",,Hiệu lực,
28147,28/08/2025,Công ty Cổ phần Tập đoàn Sovico,SVGL2023096,"CBTT về hoàn thành việc thanh toán gốc, lãi trái phiếu tại ngày đáo hạn",,Hiệu lực,tat_toan
