article_id,ngay_dang_tin,ten_dn,ma_tp,tieu_de,ghi_chu,tinh_trang,file_id,loai_su_kien
15752,09/01/2024,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,HQNCH2124007,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn CBTT bất thường - về việc: Công bố thông tin bất thường về việc sửa đổi điều khoản điều kiện của trái phiếu HQNCH2124007,,Hiệu lực,15752.0,
15722,09/01/2024,Công ty cổ phần tập đoàn FLC,FLCH2123003,"Công ty cổ phần tập đoàn FLC CBTT bất thường về việc chậm thanh toán gốc, lãi trái phiếu FLCH2123003",,Hiệu lực,15722.0,cham_tra
15694,09/01/2024,Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên,TNECH2227001,"Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên CBTT bất thường - về việc:Công bố thông tin bất thường tình hình chậm thanh toán gốc, lãi trái phiếu tuần từ ngày 28/12/2023 đến ngày 03/01/2024",,Hiệu lực,15694.0,cham_tra
15744,08/01/2024,Công ty TNHH Bất động sản Gia Đức,GDUCH2131001,Công ty TNHH Bất động sản Gia Đức CBTT bất thường - về việc: về việc chậm thanh toán lãi trái phiếu GDUCH2131001,,Hiệu lực,15744.0,cham_tra
15677,08/01/2024,Công ty cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,PSHH2224002,Công ty cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu CBTT bất thường - về việc: Gia hạn ngày thanh toán lãi Trái phiếu PSHH2224002,,Hiệu lực,15677.0,gia_han
15672,08/01/2024,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ ĐẤT XANH MIỀN NAM,MNRCH2123001,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ ĐẤT XANH MIỀN NAM CBTT bất thường - về việc: chậm thanh toán gốc lãi trái phiếu MNRCH2123001,,Hiệu lực,15672.0,cham_tra
15588,08/01/2024,Công ty CP Khu Công nghiệp Kỹ Thuật Cao An Phát 1,AP1CH2227001,"Công ty CP Khu Công nghiệp Kỹ Thuật Cao An Phát 1 CBTT bất thường - về việc: Điều chỉnh một số điều kiện, điều khoản trái phiếu mã AP132202 (AP1CH2227001)",,Hiệu lực,15588.0,
15729,08/01/2024,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2124001,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT CBTT bất thường - về việc: Thay đổi các điều khoản và điều kiện trái phiếu mã HPXH2124001,,Hiệu lực,15729.0,
15665,04/01/2024,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2124009,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT CBTT bất thường - về việc: Hoàn thành thanh toán lãi trái phiếu kỳ thứ 4 trái phiếu mã HPXH2124009,,Hiệu lực,15665.0,
15684,04/01/2024,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123011,"CTCP Tập đoàn Đầu tư Địa ốc Nova CBTT bất thường - về việc thanh toán gốc, lãi của mã trái phiếu NVLH2123011",,Hiệu lực,15684.0,
15647,03/01/2024,Công ty cổ phần Hoàng Anh Gia Lai,HAGLBOND16.26,Công ty cổ phần Hoàng Anh Gia Lai CBTT bất thường - về việc: tình hình thanh toán gốc lãi trái phiếu,,Hiệu lực,15647.0,
15643,03/01/2024,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123007,"CTCP Tập đoàn Đầu tư Địa ốc Nova CBTT bất thường - về việc: Công bố thông tin bất thường về việc thanh toán gốc, lãi của mã trái phiếu NVLH2123007",,Hiệu lực,15643.0,
15635,03/01/2024,Công ty TNHH Đầu tư Cam Lâm,CLACH2125002,Công ty TNHH Đầu tư Cam Lâm CBTT bất thường - về việc: Điều chỉnh lãi suất gói Trái phiếu Cam Lâm 2,,Hiệu lực,15635.0,
15655,02/01/2024,Công ty cổ phần đầu tư bệnh viện Việt Mỹ,BVVM.BOND.2021,gia hạn kỳ hạn Trái phiếu VMH12101,,Hiệu lực,15655.0,gia_han
15629,29/12/2023,Công ty TNHH Đầu tư Cam Lâm,CLACH2124001,Công ty TNHH Đầu tư Cam Lâm CBTT bất thường - về việc: điều chỉnh lãi suất trái phiếu CL1,,Hiệu lực,15629.0,
15621,29/12/2023,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,CÔNG TY TNHH NO VA THẢO ĐIỀN CBTT bất thường - về việc:Hoán đổi trái phiếu thành tài sản khác của mã trái phiếu NTDCH2227001,,Hiệu lực,15621.0,
15594,29/12/2023,Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên,TNECH2227001,"Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên CBTT bất thường - về việc:Công bố thông tin bất thường tình hình chậm thanh toán gốc, lãi trái phiếu tuần từ ngày 21/12/2023 đến ngày 27/12/2023",,Hiệu lực,15594.0,cham_tra
15602,28/12/2023,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,HQNCH2124002,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu HQNCH2124002,,Hiệu lực,15602.0,cham_tra
15572,28/12/2023,CT TNHH BẤT ĐỘNG SẢN VĨNH XUÂN,VINHXUAN2020-02,"CT TNHH BẤT ĐỘNG SẢN VĨNH XUÂN CBTT bất thường - về việc: sửa đổi, bổ sung Các Điều Khoản Và Điều Kiện của Trái phiếu mã VINHXUAN2020-02",,Hiệu lực,15572.0,
15579,28/12/2023,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,CÔNG TY TNHH NO VA THẢO ĐIỀN CBTT bất thường - về việc:Hoán đổi trái phiếu thành tài sản khác của mã trái phiếu NTDCH2227001,,Hiệu lực,15579.0,
15578,28/12/2023,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,CÔNG TY TNHH NO VA THẢO ĐIỀN CBTT bất thường - về việc:Hoán đổi trái phiếu thành tài sản khác của mã trái phiếu NTDCH2227001,,Hiệu lực,15578.0,
15560,27/12/2023,Công ty CP Khu Công nghiệp Kỹ Thuật Cao An Phát 1,AP1CH2126001,"Công ty CP Khu Công nghiệp Kỹ Thuật Cao An Phát 1 CBTT bất thường - về việc: Điều chỉnh một số điều kiện, điều khoản trái phiếu mã AP132101 (AP1CH2126001)",,Hiệu lực,15560.0,
15563,26/12/2023,Công ty Cổ phần LICOGI 13,LIGH2123001,Công ty Cổ phần LICOGI 13 CBTT bất thường - về việc: Người sở hữu trái phiếu chấp thuận thay đổi kỳ hạn trái phiếu và các điều khoản điều kiện trái phiếu,,Hiệu lực,15563.0,
15501,26/12/2023,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2224001,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT CBTT bất thường - về việc: Thay đổi các điều khoản và điều kiện trái phiếu mã HPXH2224001,,Hiệu lực,15501.0,
15500,26/12/2023,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2123011,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT CBTT bất thường - về việc: Thay đổi các điều khoản và điều kiện trái phiếu mã HPXH2123011,,Hiệu lực,15500.0,
15558,26/12/2023,CTCP Mua bán nợ Thuận Minh,TMDCH2123001,CTCP Mua bán nợ Thuận Minh CBTT bất thường - về việc: điều chỉnh lãi suất trái phiếu TMDCH2123001,,Hiệu lực,15558.0,
15557,26/12/2023,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123007,"CTCP Tập đoàn Đầu tư Địa ốc Nova CBTT bất thường - về việc: Công bô thông tin bất thường về việc thanh toán gốc, lãi của mã trái phiếu NVLH2123007",,Hiệu lực,15557.0,
15535,22/12/2023,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,CÔNG TY TNHH NO VA THẢO ĐIỀN CBTT bất thường - về việc:Hoán đổi trái phiếu thành tài sản khác của mã trái phiếu NTDCH2227001,,Hết hiệu lực,15535.0,
15530,22/12/2023,Công ty Cổ phần Đầu tư và Phát triển du lịch Phú Quốc,DPQB1623001,Công ty Cổ phần Đầu tư và Phát triển du lịch Phú Quốc CBTT bất thường - về việc: công bố thông tin về việc điều chỉnh kỳ hạn và các điều khoản điều kiện trái phiếu DPQB1623001,,Hết hiệu lực,15530.0,
15519,22/12/2023,Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên,TNECH2227001,"Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên CBTT bất thường - về việc:Công bố thông tin bất thường tình hình chậm thanh toán gốc, lãi trái phiếu tuần từ ngày 14/12/2023 đến ngày 20/12/2023",,Hiệu lực,15519.0,cham_tra
15518,22/12/2023,Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên,TNECH2227001,"Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên CBTT bất thường - về việc:Công bố thông tin bất thường tình hình chậm thanh toán gốc, lãi trái phiếu tuần từ ngày 07/12/2023 đến ngày 13/12/2023",,Hiệu lực,15518.0,cham_tra
15494,21/12/2023,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN SEASIDE HOMES,SRECH2226001,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN SEASIDE HOMES CBTT bất thường - về việc: sửa đổi bổ sung các Điều Khoản và Điều Kiện của Trái Phiếu mã SRECH2226001,,Hiệu lực,15494.0,
15477,20/12/2023,Công ty Cổ phần Tập đoàn Địa ốc Hoàng Cát,HCGCH2124001,Công ty Cổ phần Tập đoàn Địa ốc Hoàng Cát CBTT bất thường - về việc:CBTT BẤT THƯỜNG VỀ VIỆC CHẬM THANH TOÁN LÃI TRÁI PHIẾU HCGCH2124001,,Hiệu lực,15477.0,cham_tra
15454,20/12/2023,Công ty CP Đầu tư LDG,LDGH2123002,"Công ty CP Đầu tư LDG CBTT bất thường - về việc: chậm thanh toán gốc, lãi đã đến ngày đáo hạn",,Hiệu lực,15454.0,cham_tra
15445,20/12/2023,CÔNG TY CỔ PHẦN BCG ENERGY,"EBCCH2124002,EBCCH2124003","CÔNG TY CỔ PHẦN BCG ENERGY CBTT bất thường - về việc:Công bố thông tin bất thường tình hình chậm thanh toán gốc, lãi trái phiếu tuần từ ngày 07/12/2023 đến ngày 13/12/2023",,Hiệu lực,15445.0,cham_tra
15469,20/12/2023,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2124009,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT CBTT bất thường - về việc: Thanh toán một phần lãi trái phiếu kỳ thứ 4 trái phiếu mã HPXH2124009,,Hiệu lực,15469.0,
15474,19/12/2023,Công ty Cổ phần Phát triển Bất động sản Nhật Quang,NQRB2124001,Công ty Cổ phần Phát triển Bất động sản Nhật Quang CBTT bất thường - về việc: thay đổi điều khoản Trái Phiếu,,Hiệu lực,15474.0,
15475,19/12/2023,CTCP ĐẦU TƯ SMART DRAGON,SMDB2124001,CTCP ĐẦU TƯ SMART DRAGON CBTT bất thường - về việc: thay đổi điều kiện điều khoản Trái Phiếu,,Hiệu lực,15475.0,
15449,18/12/2023,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,HQNCH2124002,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu HQNCH2124002,,Hiệu lực,15449.0,cham_tra
15450,18/12/2023,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,CÔNG TY TNHH NO VA THẢO ĐIỀN CBTT bất thường - về việc: Hoán đổi trái phiếu thành tài sản khác của mã trái phiếu NTDCH2227001,,Hiệu lực,15450.0,
15428,15/12/2023,Công ty TNHH Phát triển Bất động sản Cát Liên Hoa,"CLHCH2126001,CLHCH2124002,CLHCH2125003","Công ty TNHH Phát triển Bất động sản Cát Liên Hoa CBTT bất thường - về việc: chậm thanh toán gốc, lãi trái phiếu CLHCH2126001, CLHCH2124002, CLHCH2125003",,Hiệu lực,15428.0,cham_tra
15419,15/12/2023,CTCP Signo Land,SNLCH2123001,"CTCP Signo Land CBTT bất thường - về việc: thay đổi điều kiện, điều khoản trái phiếu SNLCH2123001",,Hết hiệu lực,15419.0,
15414,14/12/2023,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2123008,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT CBTT bất thường - về việc: Hoàn thành thanh toán lãi trái phiếu kỳ thứ 8 đợt thứ 1 trái phiếu mã HPXH2123008,,Hiệu lực,15414.0,
15346,14/12/2023,CÔNG TY CỔ PHẦN BCG ENERGY,"EBCCH2124002,EBCCH2124003","CÔNG TY CỔ PHẦN BCG ENERGY CBTT bất thường - về việc:Công bố thông tin bất thường tình hình chậm thanh toán gốc, lãi trái phiếu tuần từ ngày 30/11/2023 đến ngày 06/12/2023",,Hiệu lực,15346.0,cham_tra
15408,14/12/2023,CTCP Signo Land,SNLCH2123001,CTCP Signo Land CBTT bất thường - về việc: Điều chỉnh lãi suất Trái Phiếu SNLCH2123001,,Hiệu lực,15408.0,
15368,13/12/2023,Công ty CP Đầu tư LDG,LDGH2123002,Công ty CP Đầu tư LDG CBTT bất thường - về việc: Xử phạt vi phạm hành chính liên quan công bố thông tin,,Hiệu lực,15368.0,
15363,13/12/2023,Công ty cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,PSHH2224003,Công ty cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu CBTT bất thường - về việc: Gia hạn ngày thanh toán lãi trái phiếu mã PSHH2224003,,Hiệu lực,15363.0,gia_han
15393,12/12/2023,CTCP ĐẦU TƯ XÂY DỰNG XUÂN ĐỈNH,XDCCH2124001,CTCP ĐẦU TƯ XÂY DỰNG XUÂN ĐỈNH CBTT bất thường - về việc: Gia hạn kỳ hạn trái phiếu  - Mã XDCCH2124001,,Hiệu lực,15393.0,gia_han
15398,12/12/2023,Công ty Cổ phần Sunshine Rental (Tên cũ: CTCP Đầu tư Kinh doanh Bất động sản S-Homes),SSHCH2123001,Công ty cổ phần Đầu tư Kinh doanh Bất động sản S-Homes CBTT bất thường - về việc: Nghị quyết Người Sở Hữu Trái Phiếu - Mã SSHCH2123001,,Hiệu lực,15398.0,
15389,12/12/2023,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123013,"CTCP Tập đoàn Đầu tư Địa ốc Nova CBTT bất thường - về việc: Công bố thông tin bất thường về việc thanh toán gốc, lãi của mã trái phiếu NVLH2123013",,Hiệu lực,15389.0,
15397,12/12/2023,Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên,TNECH2227001,Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên CBTT bất thường - về việc:Công bố thông tin bất thường tình hình chậm thanh toán lãi trái phiếu mã TNECH2227001,,Hiệu lực,15397.0,cham_tra
15339,11/12/2023,CTCP Năng lượng Tái tạo Đại Dương,ORECH2135001,CTCP Năng lượng Tái tạo Đại Dương CBTT bất thường - về việc: điều chỉnh điều khoản điều kiện trái phiếu,,Hiệu lực,15339.0,
15329,07/12/2023,Công ty TNHH Viễn Thông Trịnh Gia Nguyễn,TRINHGIANGUYEN.BOND.2020,Công ty TNHH Viễn Thông Trịnh Gia Nguyễn CBTT bất thường - về việc: sửa đổi và bổ sung Phụ lục IV của Trái phiếu TrinhGiaNguyen.Bond.2020,,Hiệu lực,15329.0,
15337,07/12/2023,Công ty Cổ phần Bất động sản BNP Global,BNPCH2123002,Công ty Cổ phần Bất động sản BNP Global CBTT bất thường - về việc: Hoán đổi trái phiếu thành tài sản khác của mã trái phiếu BNPCH2123002,,Hiệu lực,15337.0,
15336,07/12/2023,Công ty Cổ phần Bất động sản BNP Global,BNPCH2123002,Công ty Cổ phần Bất động sản BNP Global CBTT bất thường - về việc: Hoán đổi trái phiếu thành tài sản khác của mã trái phiếu BNPCH2123002,,Hiệu lực,15336.0,
15311,07/12/2023,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2124009,CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT CBTT bất thường - về việc: Thay đổi các điều khoản và điều kiện trái phiếu mã HPXH2124009,,Hiệu lực,15311.0,
15319,07/12/2023,CTCP Hưng Thịnh Land,H79CH2123002,CTCP Hưng Thịnh Land CBTT bất thường - về việc: Nội dung Nghị quyết Người sở hữu trái phiếu H79CH2123002,,Hiệu lực,15319.0,
15317,07/12/2023,CTCP Hưng Thịnh Land,H79CH2124001,CTCP Hưng Thịnh Land CBTT bất thường - về việc: Nội dung Nghị quyết Người sở hữu trái phiếu H79CH2124001,,Hiệu lực,15317.0,
15278,05/12/2023,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ ĐẤT XANH MIỀN NAM,MNRCH2123001,"CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ ĐẤT XANH MIỀN NAM CBTT bất thường - về việc: chậm thanh toán gốc, lãi trái phiếu MNRCH2123001",,Hiệu lực,15278.0,cham_tra
15308,05/12/2023,Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal,NSRCH2223001,"Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal CBTT bất thường - về việc: thanh toán gốc, lãi của mã trái phiếu NSRCH2223001",,Hiệu lực,15308.0,
15305,05/12/2023,CTCP Năng lượng Tái tạo Đại Dương,ORECH2135001,CTCP Năng lượng Tái tạo Đại Dương CBTT bất thường - về việc: điều chỉnh điều khoản điều kiện trái phiếu,,Hiệu lực,15305.0,
15281,05/12/2023,Công ty Cổ phần LICOGI 13,LIGH2123001,Công ty Cổ phần LICOGI 13 CBTT bất thường - về việc: Chốt danh sách lấy ý kiến người sở hữu trái phiếu bằng văn bản về việc gia hạn trái phiếu và thanh toán lãi trái phiếu,,Hiệu lực,15281.0,gia_han
15296,05/12/2023,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,CÔNG TY TNHH NO VA THẢO ĐIỀN CBTT bất thường - về việc: Hoán đổi trái phiếu thành tài sản khác của mã trái phiếu NTDCH2227001,,Hiệu lực,15296.0,
15295,05/12/2023,CÔNG TY TNHH NO VA THẢO ĐIỀN,NTDCH2227001,CÔNG TY TNHH NO VA THẢO ĐIỀN CBTT bất thường - về việc: Hoán đổi trái phiếu thành tài sản khác của mã trái phiếu NTDCH2227001,,Hiệu lực,15295.0,
15304,05/12/2023,CTCP Signo Land,SNLCH2123001,CTCP Signo Land CBTT bất thường - về việc: Điều chỉnh lãi suất Trái Phiếu SNLCH2123001,,Hết hiệu lực,15304.0,
15291,05/12/2023,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123003,"CTCP Tập đoàn Đầu tư Địa ốc Nova CBTT bất thường - về việc: thanh toán gốc, lãi của trái phiếu NVLH2123003",,Hiệu lực,15291.0,
15285,05/12/2023,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123009,"CTCP Tập đoàn Đầu tư Địa ốc Nova CBTT bất thường - về việc: thanh toán gốc, lãi của mã trái phiếu NVLH2123009",,Hiệu lực,15285.0,
15283,05/12/2023,CTCP Đầu tư Đức Trung,DTIH2223001,"CTCP Đầu tư Đức Trung CBTT bất thường - về việc: Thay đổi điều kiện, điều khoản của trái phiếu Công ty Cổ phần Đầu tư Đức Trung",,Hiệu lực,15283.0,
15286,04/12/2023,Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal,NSRCH2223001,"Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal CBTT bất thường - về việc: thanh toán gốc, lãi của mã trái phiếu NSRCH2223001",,Hiệu lực,15286.0,
15272,04/12/2023,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,HTQNB2124001,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu HTQNB2124001,,Hiệu lực,15272.0,cham_tra
15273,04/12/2023,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,HQNCH2124002,CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn CBTT bất thường - về việc: Chậm thanh toán lãi trái phiếu HQNCH2124002,,Hiệu lực,15273.0,cham_tra
15256,04/12/2023,CTCP ĐẦU TƯ & XÂY DỰNG KIÊN TRUNG,"DLACBH1922001,DLACH2124001",CTCP ĐẦU TƯ & XÂY DỰNG KIÊN TRUNG CBTT bất thường - về việc: Công bố quyết định Xử phạt vi phạm Hành chính của UBCKNN,,Hiệu lực,15256.0,
15138,01/12/2023,Công ty TNHH Đầu tư và Phát triển BĐS Đại Hùng,DALCH2226001,"Công ty TNHH Đầu tư và Phát triển BĐS Đại Hùng CBTT bất thường - về việc: sửa đổi, bổ sung Các Điều Khoản Và Điều Kiện của Trái Phiếu mã DALCH2226001",,Hiệu lực,15138.0,
15201,01/12/2023,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE",VNECH2123001,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ PHÁT TRIỂN XÂY DỰNG SUNSHINE VNE CBTT bất thường - về việc: chậm thanh toán gốc, lãi trái phiếu - Mã VNECH2123001",,Hiệu lực,15201.0,cham_tra
15242,01/12/2023,CÔNG TY CỔ PHẦN BCG ENERGY,"EBCCH2124002,EBCCH2124003","CÔNG TY CỔ PHẦN BCG ENERGY CBTT bất thường - về việc:Công bố thông tin bất thường tình hình chậm thanh toán gốc, lãi trái phiếu tuần từ ngày 23/11/2023 đến ngày 29/11/2023",,Hiệu lực,15242.0,cham_tra
15228,01/12/2023,CTCP TÂN HOÀN CẦU BẾN TRE,"THCBTH2032002,THCBTH2032001,BTCCH2133001,BTCCH2133002",CTCP TÂN HOÀN CẦU BẾN TRE CBTT bất thường - về việc: Công bố thông tin bất thường về việc xử phạt vi phạm hành chính,,Hiệu lực,15228.0,
15231,30/11/2023,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN ĐÔ THỊ ĐẮK LẮK,DAKLAK.BOND1.2020,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN ĐÔ THỊ ĐẮK LẮK CBTT bất thường - về việc: Vi phạm hành chính về quy định CBTT,,Hiệu lực,15231.0,
15216,30/11/2023,CTCP Năng lượng Hòa Thắng,"HTECH1933001,HTECH2133001",CTCP Năng lượng Hòa Thắng CBTT bất thường - về việc: Điều chỉnh lãi suất áp dụng cho kỳ thanh toán lãi từ ngày 01/10/2023 đến 31/03/2024 là 9.9%/ năm cho các mã Trái phiếu HTECH1933001 và HTECH2133001,,Hiệu lực,15216.0,
15214,30/11/2023,Công ty cổ phần Hoàng Anh Gia Lai,HAGLBOND16.26,Công ty cổ phần Hoàng Anh Gia Lai CBTT bất thường - về việc: tình hình thanh toán gốc trái phiếu,,Hiệu lực,15214.0,
15209,29/11/2023,CTCP Hưng Thịnh Land,HTL-H2023-009,CTCP Hưng Thịnh Land CBTT bất thường - về việc: Nghị quyết Người Sở Hữu Trái Phiếu HTL-H2023-009,,Hiệu lực,15209.0,
15208,29/11/2023,CTCP Hưng Thịnh Land,HTL-H2023-008,CTCP Hưng Thịnh Land CBTT bất thường - về việc: Nghị quyết Người Sở Hữu Trái Phiếu HTL-H2023-008,,Hiệu lực,15208.0,
15207,29/11/2023,CTCP Hưng Thịnh Land,HTL-H2023-007,CTCP Hưng Thịnh Land CBTT bất thường - về việc: Nghị quyết Người Sở Hữu Trái Phiếu HTL-H2023-007,,Hiệu lực,15207.0,
15206,29/11/2023,CTCP Hưng Thịnh Land,HTL-H2023-006,CTCP Hưng Thịnh Land CBTT bất thường - về việc:Nghị quyết Người Sở Hữu Trái Phiếu HTL-H2023-006,,Hiệu lực,15206.0,
15139,28/11/2023,CÔNG TY CỔ PHẦN BCG ENERGY,EBCCH2124002,"CÔNG TY CỔ PHẦN BCG ENERGY CBTT bất thường - về việc:Công bố thông tin bất thường tình hình chậm thanh toán gốc, lãi trái phiếu tuần từ ngày 16/11/2023 đến ngày 22/11/2023",,Hiệu lực,15139.0,cham_tra
15148,28/11/2023,CTCP Đầu tư Xây Dựng Trung Nam,TNGCB2124001,CTCP Đầu tư Xây Dựng Trung Nam CBTT bất thường - về việc: Chậm thanh toán lãi TP TNGCB2124001,,Hiệu lực,15148.0,cham_tra
15176,28/11/2023,CÔNG TY CỔ PHẦN BCG ENERGY,EBCCH2124003,CÔNG TY CỔ PHẦN BCG ENERGY CBTT bất thường - về việc: Công bố thông tin bất thường tình hình chậm thanh toán lãi trái phiếu mã EBCCH2124003,,Hiệu lực,15176.0,cham_tra
15190,28/11/2023,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123009,"CTCP Tập đoàn Đầu tư Địa ốc Nova CBTT bất thường - về việc: thanh toán gốc, lãi của mã trái phiếu NVLH2123009",,Hiệu lực,15190.0,
15188,28/11/2023,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123011,"CTCP Tập đoàn Đầu tư Địa ốc Nova CBTT bất thường - về việc: thanh toán gốc, lãi của mã trái phiếu NVLH2123011",,Hiệu lực,15188.0,
15150,28/11/2023,CÔNG TY TNHH BẤT ĐỘNG SẢN ĐÀ LẠT VALLEY,DALATVALLEY2019-03,"Công bố thông tin về việc sửa đổi, bổ sung Các Điều Khoản Và Điều Kiện của Trái phiếu mã DALATVALLEY2019-03",,Hiệu lực,15150.0,
15171,28/11/2023,CTCP Hưng Thịnh Land,HTLAND.2020.TV01,CTCP Hưng Thịnh Land CBTT bất thường - về việc: Nghị quyết Người Sở Hữu Trái Phiếu HTLAND.2020.TV01,,Hiệu lực,15171.0,
15172,28/11/2023,CTCP Hưng Thịnh Land,HTL-H2023-005,CTCP Hưng Thịnh Land CBTT bất thường - về việc: Nghị quyết Người Sở Hữu Trái Phiếu HTL-H2023-005,,Hiệu lực,15172.0,
15168,24/11/2023,CTCP THỦY ĐIỆN NẬM PIA,SNP.BOND.2019,CTCP THỦY ĐIỆN NẬM PIA CBTT bất thường - về việc: Bị xử lý vi phạm hành chính do chậm công bố thông tin định kỳ,,Hiệu lực,15168.0,
15108,23/11/2023,Công ty cổ phần đầu tư Summer Beach,SUJCH2125001,"Công ty cổ phần đầu tư Summer Beach CBTT bất thường - về việc: sửa đổi, bổ sung Các Điều Khoản Và Điều Kiện của Trái Phiếu mã SUJCH2125001",,Hiệu lực,15108.0,
15104,22/11/2023,CTCP TÂN HOÀN CẦU BẾN TRE,"THCBTH2032002,THCBTH2032001",CTCP TÂN HOÀN CẦU BẾN TRE CBTT bất thường - về việc: Nội dung Nghị quyết của Những Người Sở Hữu Trái Phiếu THCBTH2032002 và Nghị quyết của Những Người Sở Hữu Trái Phiếu THCBTH2032001,,Hiệu lực,15104.0,
15106,22/11/2023,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVLH2123009,"CTCP Tập đoàn Đầu tư Địa ốc Nova CBTT bất thường - về việc: thanh toán gốc, lãi của mã trái phiếu NVLH2123009",,Hiệu lực,15106.0,
15059,21/11/2023,CÔNG TY CỔ PHẦN BCG ENERGY,EBCCH2124002,"CÔNG TY CỔ PHẦN BCG ENERGY CBTT bất thường - về việc:Công bố thông tin bất thường tình hình chậm thanh toán gốc, lãi trái phiếu tuần từ ngày 09/11/2023 đến ngày 15/11/2023",,Hiệu lực,15059.0,cham_tra
