stt,ngay_dang_tin,ten_dn,ma_tp,menh_gia,ky_han,ngay_phat_hanh,ngay_dao_han,gt_phat_hanh,gt_dang_luu_hanh,gt_mua_lai,sl_mua_lai,gt_con_lai,sl_con_lai,ngay_mua_lai,tinh_trang,ghi_chu,file_id,menh_gia_num,gt_phat_hanh_num,gt_dang_luu_hanh_num,gt_mua_lai_num,sl_mua_lai_num,gt_con_lai_num,sl_con_lai_num
3941,21/02/2023,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBH2027016,"100,000,000",7 Năm,08/10/2020,08/10/2027,"139,000,000,000","139,000,000,000","37,300,000,000",373,"101,700,000,000","1,017",08/10/2021,Hiệu lực,,5350.0,100000000.0,139000000000.0,139000000000.0,37300000000.0,373.0,101700000000.0,1017.0
3942,21/02/2023,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBANKBOND_A2_19122019_07,"100,000,000",7 Năm,19/12/2019,19/12/2026,"127,800,000,000","127,800,000,000","6,100,000,000",61,"121,700,000,000","1,217",21/12/2020,Hiệu lực,,5386.0,100000000.0,127800000000.0,127800000000.0,6100000000.0,61.0,121700000000.0,1217.0
3943,21/02/2023,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPBANKBOND_A2_09042020_07,"100,000,000",7 Năm,09/04/2020,09/04/2027,"236,000,000,000","236,000,000,000","16,500,000,000",165,"219,500,000,000","2,195",09/04/2021,Hiệu lực,,5359.0,100000000.0,236000000000.0,236000000000.0,16500000000.0,165.0,219500000000.0,2195.0
3944,21/02/2023,SSCC - Công ty cổ phần Năng lượng Tái tạo Sơn Mỹ,SSCCH1923003,"100,000,000",4 Năm,10/05/2019,10/05/2023,"72,000,000,000","29,100,000,000","5,000,000,000",50,"24,100,000,000",241,10/02/2023,Hiệu lực,,5424.0,100000000.0,72000000000.0,29100000000.0,5000000000.0,50.0,24100000000.0,241.0
3945,20/02/2023,CTVC - Công ty cổ phần Cá Tầm Việt Nam,CTVCH2224001,"100,000",2 Năm,10/02/2022,10/02/2024,"1,477,575,600,000","718,125,400,000","619,924,800,000","6,199,248","98,200,600,000","982,006",14/02/2023,Hiệu lực,,5420.0,100000.0,1477575600000.0,718125400000.0,619924800000.0,6199248.0,98200600000.0,982006.0
3946,20/02/2023,DTK - Tổng công ty Điện lực TKV - CTCP,DTKBOND2018,"1,000,000,000",7 Năm,31/07/2018,31/07/2025,"400,000,000,000","225,000,000,000","35,000,000,000",35,"190,000,000,000",190,31/01/2023,Hiệu lực,,5423.0,1000000000.0,400000000000.0,225000000000.0,35000000000.0,35.0,190000000000.0,190.0
3947,20/02/2023,HSIC - Công ty Cổ phần Đầu tư Dịch vụ vui chơi giải trí thể thao Hà Nội,GTTTBOND.2019,"10,000,000",5 Năm,12/06/2019,12/06/2024,"1,300,000,000,000","905,890,000,000","238,460,000,000","23,846","667,430,000,000","66,743",17/02/2023,Hiệu lực,,5403.0,10000000.0,1300000000000.0,905890000000.0,238460000000.0,23846.0,667430000000.0,66743.0
3948,17/02/2023,DDCC - CTCP ĐẦU TƯ BẤT ĐỘNG SẢN ĐÔNG DƯƠNG,DONGDUONG_BOND2020.II,"100,000,000",48 Tháng,11/03/2020,11/03/2024,"200,000,000,000","200,000,000,000","160,000,000,000","1,600","40,000,000,000",400,18/01/2023,Hiệu lực,,5405.0,100000000.0,200000000000.0,200000000000.0,160000000000.0,1600.0,40000000000.0,400.0
3949,17/02/2023,DDCC - CTCP ĐẦU TƯ BẤT ĐỘNG SẢN ĐÔNG DƯƠNG,DONGDUONG_BOND2020.IV,"100,000,000",48 Tháng,13/03/2020,13/03/2024,"100,000,000,000","100,000,000,000","36,900,000,000",369,"63,100,000,000",631,06/02/2023,Hiệu lực,,5407.0,100000000.0,100000000000.0,100000000000.0,36900000000.0,369.0,63100000000.0,631.0
3950,17/02/2023,DDCC - CTCP ĐẦU TƯ BẤT ĐỘNG SẢN ĐÔNG DƯƠNG,DONGDUONG_BOND2020.V,"100,000,000",48 Tháng,17/03/2020,17/03/2024,"300,000,000,000","300,000,000,000","60,500,000,000",605,"239,500,000,000","2,395",06/02/2023,Hiệu lực,,5408.0,100000000.0,300000000000.0,300000000000.0,60500000000.0,605.0,239500000000.0,2395.0
3951,17/02/2023,DDCC - CTCP ĐẦU TƯ BẤT ĐỘNG SẢN ĐÔNG DƯƠNG,DONGDUONG_BOND2020.III,"100,000,000",48 Tháng,12/03/2020,12/03/2024,"200,000,000,000","200,000,000,000","114,100,000,000","1,141","85,900,000,000",859,30/12/2022,Hiệu lực,,5404.0,100000000.0,200000000000.0,200000000000.0,114100000000.0,1141.0,85900000000.0,859.0
3952,17/02/2023,DDCC - CTCP ĐẦU TƯ BẤT ĐỘNG SẢN ĐÔNG DƯƠNG,DONGDUONG_BOND2020.I,"100,000,000",48 Tháng,10/03/2020,10/03/2024,"400,000,000,000","400,000,000,000","28,500,000,000",285,"371,500,000,000","3,715",06/02/2023,Hiệu lực,,5406.0,100000000.0,400000000000.0,400000000000.0,28500000000.0,285.0,371500000000.0,3715.0
3953,17/02/2023,TCSC - CTCP chứng khoán Kỹ thương,TCSCH2124009,"100,000",36 Tháng,19/07/2021,19/07/2024,"499,855,800,000","174,699,800,000","160,216,800,000","1,602,168","14,483,000,000","144,830",19/01/2023,Hiệu lực,,5387.0,100000.0,499855800000.0,174699800000.0,160216800000.0,1602168.0,14483000000.0,144830.0
3954,17/02/2023,CTVC - Công ty cổ phần Cá Tầm Việt Nam,CTVCH2224001,"100,000",2 Năm,10/02/2022,10/02/2024,"1,477,575,600,000","1,245,559,600,000","527,434,200,000","5,274,342","718,125,400,000","7,181,254",13/02/2023,Hiệu lực,,5402.0,100000.0,1477575600000.0,1245559600000.0,527434200000.0,5274342.0,718125400000.0,7181254.0
3955,17/02/2023,PTBC - CTCP PHÚ TÀI,PTB.H.20.24.001,"100,000,000",4 Năm,26/11/2020,12/11/2024,"34,800,000,000","21,300,000,000","2,700,000,000",27,"18,600,000,000",186,12/02/2023,Hiệu lực,,5395.0,100000000.0,34800000000.0,21300000000.0,2700000000.0,27.0,18600000000.0,186.0
3956,17/02/2023,PTBC - CTCP PHÚ TÀI,PTBBOND2019.02,"100,000,000",5 Năm,12/11/2019,12/11/2024,"150,000,000,000","74,800,000,000","9,400,000,000",94,"65,400,000,000",654,12/02/2023,Hiệu lực,,5396.0,100000000.0,150000000000.0,74800000000.0,9400000000.0,94.0,65400000000.0,654.0
3957,17/02/2023,LPCC - CTCP Xây dựng Đầu tư và Phát triển Lĩnh Phong - C.O.N.I.C,CONIC.2020,"100,000,000",36 Tháng,07/10/2020,07/10/2023,"500,000,000,000","275,900,000,000","13,800,000,000",138,"262,100,000,000","2,621",15/02/2023,Hiệu lực,,5388.0,100000000.0,500000000000.0,275900000000.0,13800000000.0,138.0,262100000000.0,2621.0
3958,16/02/2023,LTRC - Công ty Cổ phần Long Thành Riverside,LTRCH2226002,"1,000,000,000",1680 Ngày,24/05/2022,29/12/2026,"55,000,000,000","55,000,000,000","55,000,000,000",55,0,0,15/02/2023,Hiệu lực,,5384.0,1000000000.0,55000000000.0,55000000000.0,55000000000.0,55.0,0.0,0.0
3959,15/02/2023,H79C - CTCP Hưng Thịnh Land,H79CH2123021,"100,000",2 Năm,18/08/2021,18/08/2023,"500,000,000,000","500,000,000,000","94,541,600,000","945,416","405,458,400,000","4,054,584",07/02/2023,Hiệu lực,,5383.0,100000.0,500000000000.0,500000000000.0,94541600000.0,945416.0,405458400000.0,4054584.0
3960,14/02/2023,CTVC - Công ty cổ phần Cá Tầm Việt Nam,CTVCH2224001,"100,000",2 Năm,10/02/2022,10/02/2024,"1,477,575,600,000","1,477,575,600,000","232,016,000,000","2,320,160","1,245,559,600,000","12,455,596",10/02/2023,Hiệu lực,,5381.0,100000.0,1477575600000.0,1477575600000.0,232016000000.0,2320160.0,1245559600000.0,12455596.0
3961,14/02/2023,HPX - CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HPXH2124001,"100,000,000",36 Tháng,05/05/2021,05/05/2024,"650,000,000,000","385,000,000,000","62,500,000,000",625,"322,500,000,000","3,225",05/02/2023,Hiệu lực,,5380.0,100000000.0,650000000000.0,385000000000.0,62500000000.0,625.0,322500000000.0,3225.0
3962,10/02/2023,TCSC - CTCP chứng khoán Kỹ thương,TCSCH2126002,"100,000",60 Tháng,16/06/2021,16/06/2026,"468,375,900,000","170,301,400,000","169,609,400,000","1,696,094","692,000,000","6,920",10/02/2023,Hiệu lực,,5371.0,100000.0,468375900000.0,170301400000.0,169609400000.0,1696094.0,692000000.0,6920.0
3963,10/02/2023,TCSC - CTCP chứng khoán Kỹ thương,TCSCH2126003,"100,000",60 Tháng,24/06/2021,24/06/2026,"277,682,700,000","277,682,700,000","113,870,400,000","1,138,704","163,812,300,000","1,638,123",10/02/2023,Hiệu lực,,5372.0,100000.0,277682700000.0,277682700000.0,113870400000.0,1138704.0,163812300000.0,1638123.0
3964,10/02/2023,VDS - CTCP Chứng khoán Rồng Việt,VDSH2123001,"1,000,000",2 Năm,22/10/2021,22/10/2023,"47,800,000,000","36,850,000,000","300,000,000",300,"36,550,000,000","36,550",01/02/2023,Hiệu lực,,5370.0,1000000.0,47800000000.0,36850000000.0,300000000.0,300.0,36550000000.0,36550.0
3965,10/02/2023,VDS - CTCP Chứng khoán Rồng Việt,VDSH2223005,"1,000,000",1 Năm,05/07/2022,05/07/2023,"200,000,000,000","107,450,000,000","500,000,000",500,"106,950,000,000","106,950",01/02/2023,Hiệu lực,,5369.0,1000000.0,200000000000.0,107450000000.0,500000000.0,500.0,106950000000.0,106950.0
3966,09/02/2023,PSH - Công ty cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,PSHH2224001,"1,000,000",2 Năm,01/03/2022,01/03/2024,"200,000,000,000","200,000,000,000","90,000,000,000","90,000","110,000,000,000","110,000",02/12/2022,Hiệu lực,,5367.0,1000000.0,200000000000.0,200000000000.0,90000000000.0,90000.0,110000000000.0,110000.0
3967,09/02/2023,APCC - Công ty Cổ phần Thương mại Công nghệ An Phát,APC.H.20.28.001,"100,000",8 Năm,30/12/2020,30/12/2028,"200,000,000,000","185,002,900,000","3,000,000,000","30,000","182,002,900,000","1,820,029",01/02/2023,Hiệu lực,,5368.0,100000.0,200000000000.0,185002900000.0,3000000000.0,30000.0,182002900000.0,1820029.0
3968,09/02/2023,HL3C - CÔNG TY TNHH ĐIỆN MẶT TRỜI TRƯỜNG LÔC- BÌNH THUẬN,HL3.BOND.2020,"1,000,000",15 Năm,23/12/2020,23/12/2035,"860,000,000,000","840,000,000,000","226,500,000,000","226,500","613,500,000,000","613,500",06/02/2023,Hiệu lực,,5361.0,1000000.0,860000000000.0,840000000000.0,226500000000.0,226500.0,613500000000.0,613500.0
3969,08/02/2023,HAAC - Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hà An,HAACB2124001,"100,000",36 Tháng,18/03/2021,18/03/2024,"500,000,000,000","350,002,900,000","174,999,700,000","1,749,997","175,003,200,000","1,750,032",31/01/2023,Hiệu lực,,5357.0,100000.0,500000000000.0,350002900000.0,174999700000.0,1749997.0,175003200000.0,1750032.0
3970,08/02/2023,VPD - CTCP Phát triển Điện lực Việt Nam,VPDBOND.2020,"100,000,000",36 Tháng,05/05/2020,05/05/2023,"140,000,000,000","140,000,000,000","70,000,000,000",700,"70,000,000,000",700,03/02/2023,Hiệu lực,,5349.0,100000000.0,140000000000.0,140000000000.0,70000000000.0,700.0,70000000000.0,700.0
3971,07/02/2023,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.23.20,"100,000",36 Tháng,07/09/2020,06/09/2023,"20,000,000,000","10,676,500,000","651,500,000","6,515","10,025,000,000","100,250",07/02/2023,Hiệu lực,,5346.0,100000.0,20000000000.0,10676500000.0,651500000.0,6515.0,10025000000.0,100250.0
3972,07/02/2023,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond37.H.20.23.029,"100,000",36 Tháng,27/11/2020,26/11/2023,"20,000,000,000","8,226,100,000","50,000,000",500,"8,176,100,000","81,761",07/02/2023,Hiệu lực,,5347.0,100000.0,20000000000.0,8226100000.0,50000000.0,500.0,8176100000.0,81761.0
3973,07/02/2023,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.11.10,"100,000",36 Tháng,05/05/2020,04/05/2023,"10,000,000,000","4,339,000,000","100,000,000","1,000","4,239,000,000","42,390",07/02/2023,Hiệu lực,,5345.0,100000.0,10000000000.0,4339000000.0,100000000.0,1000.0,4239000000.0,42390.0
3974,07/02/2023,KSB - CTCP KHOÁNG SẢN VÀ XÂY DỰNG BÌNH DƯƠNG,KSBH2124001,"100,000,000",3 Năm,29/04/2021,29/04/2024,"350,000,000,000","350,000,000,000","35,000,000,000",350,"315,000,000,000","3,150",03/02/2023,Hiệu lực,,5348.0,100000000.0,350000000000.0,350000000000.0,35000000000.0,350.0,315000000000.0,3150.0
3975,07/02/2023,KDC - Công ty Cổ phần Tập đoàn KIDO,KDCH2126001,"1,000,000,000",5 Năm,04/01/2021,04/01/2026,"1,000,000,000,000","1,000,000,000,000","250,000,000,000",250,"750,000,000,000",750,04/01/2023,Hiệu lực,,5341.0,1000000000.0,1000000000000.0,1000000000000.0,250000000000.0,250.0,750000000000.0,750.0
3976,07/02/2023,TVPC - CTCP ĐẦU TƯ VÀ DU LỊCH T&M VÂN PHONG,VPC2020_01,"100,000",4 Năm,22/01/2020,22/01/2024,"500,000,000,000","47,425,000,000","47,425,000,000","474,250",0,0,01/02/2023,Hiệu lực,,5343.0,100000.0,500000000000.0,47425000000.0,47425000000.0,474250.0,0.0,0.0
3977,06/02/2023,PCMC - Công ty cổ phần xây dựng và quản lý dự án số 1,PCMCH2123001,"1,000,000",24 Tháng,14/07/2021,14/07/2023,"500,000,000,000","300,000,000,000","300,000,000,000","300,000",0,0,01/02/2023,Hiệu lực,,5332.0,1000000.0,500000000000.0,300000000000.0,300000000000.0,300000.0,0.0,0.0
3978,06/02/2023,TVPC - CTCP ĐẦU TƯ VÀ DU LỊCH T&M VÂN PHONG,VPC2020_01,"100,000",4 Năm,22/01/2020,22/01/2024,"500,000,000,000","400,000,000,000","352,575,000,000","3,525,750","47,425,000,000","474,250",31/12/2022,Hiệu lực,,5342.0,100000.0,500000000000.0,400000000000.0,352575000000.0,3525750.0,47425000000.0,474250.0
3979,06/02/2023,TVPC - CTCP ĐẦU TƯ VÀ DU LỊCH T&M VÂN PHONG,VPC2020_01,"100,000",4 Năm,22/01/2020,22/01/2024,"500,000,000,000","413,000,000,000","13,000,000,000","130,000","400,000,000,000","4,000,000",22/07/2022,Hiệu lực,,5340.0,100000.0,500000000000.0,413000000000.0,13000000000.0,130000.0,400000000000.0,4000000.0
3980,06/02/2023,TVPC - CTCP ĐẦU TƯ VÀ DU LỊCH T&M VÂN PHONG,VPC2020_01,"100,000",4 Năm,22/01/2020,22/01/2024,"500,000,000,000","500,000,000,000","87,000,000,000","870,000","413,000,000,000","4,130,000",23/05/2022,Hiệu lực,,5334.0,100000.0,500000000000.0,500000000000.0,87000000000.0,870000.0,413000000000.0,4130000.0
3981,02/02/2023,SLIC - CTCP ĐẦU TƯ BẤT ĐỘNG SẢN SƠN KIM,SLICH2225001,"100,000,000",36 Tháng,29/09/2022,29/09/2025,"500,000,000,000","500,000,000,000","500,000,000,000","5,000",0,0,19/01/2023,Hiệu lực,,5331.0,100000000.0,500000000000.0,500000000000.0,500000000000.0,5000.0,0.0,0.0
3982,01/02/2023,MAFC - Công ty cổ phần Mavin Austfeed,MAFCH2125001,"100,000,000",4 Năm,29/10/2021,29/10/2025,"200,000,000,000","150,000,000,000","12,500,000,000",125,"137,500,000,000","1,375",30/01/2023,Hiệu lực,,5328.0,100000000.0,200000000000.0,150000000000.0,12500000000.0,125.0,137500000000.0,1375.0
3983,01/02/2023,SHI - Công ty Cổ phần Quốc tế Sơn Hà,SHIH2124001,"100,000,000",3 Năm,28/07/2021,28/07/2024,"280,000,000,000","280,000,000,000","42,000,000,000",420,"238,000,000,000","2,380",18/01/2023,Hiệu lực,,5329.0,100000000.0,280000000000.0,280000000000.0,42000000000.0,420.0,238000000000.0,2380.0
3984,31/01/2023,TCSC - CTCP chứng khoán Kỹ thương,TCSCH2124009,"100,000",36 Tháng,19/07/2021,19/07/2024,"499,855,800,000","174,699,800,000","160,216,800,000","1,602,168","14,483,000,000","144,830",19/01/2023,Hết hiệu lực,,5313.0,100000.0,499855800000.0,174699800000.0,160216800000.0,1602168.0,14483000000.0,144830.0
3985,31/01/2023,APCC - Công ty Cổ phần Thương mại Công nghệ An Phát,APC.H.20.28.001,"100,000",8 Năm,30/12/2020,30/12/2028,"200,000,000,000","194,001,000,000","8,998,100,000","89,981","185,002,900,000","1,850,029",18/01/2023,Hiệu lực,,5323.0,100000.0,200000000000.0,194001000000.0,8998100000.0,89981.0,185002900000.0,1850029.0
3986,31/01/2023,DRGC - CTCP Đầu tư và Du lịch Vạn Hương,DRGCH2123005,"100,000,000",24 Tháng,31/12/2021,31/12/2023,"1,499,600,000,000","1,499,600,000,000","1,499,600,000,000","14,996",0,0,18/01/2023,Hiệu lực,,5327.0,100000000.0,1499600000000.0,1499600000000.0,1499600000000.0,14996.0,0.0,0.0
3987,30/01/2023,HAR - Công ty cổ phần đầu tư thương mại bất động sản An Dương Thảo Điền,ADTD2020-02-25,"100,000,000",3 Năm,11/08/2020,11/08/2023,"25,000,000,000","25,000,000,000","25,000,000,000",250,0,0,19/01/2023,Hiệu lực,,5324.0,100000000.0,25000000000.0,25000000000.0,25000000000.0,250.0,0.0,0.0
3988,30/01/2023,HAR - Công ty cổ phần đầu tư thương mại bất động sản An Dương Thảo Điền,ADTD2020-03-25,"100,000,000",4 Năm,11/08/2020,11/08/2024,"25,000,000,000","25,000,000,000","25,000,000,000",250,0,0,19/01/2023,Hiệu lực,,5325.0,100000000.0,25000000000.0,25000000000.0,25000000000.0,250.0,0.0,0.0
3989,30/01/2023,HAR - Công ty cổ phần đầu tư thương mại bất động sản An Dương Thảo Điền,ADTD2020-04-30,"100,000,000",5 Năm,11/08/2020,11/08/2025,"30,000,000,000","30,000,000,000","30,000,000,000",300,0,0,19/01/2023,Hiệu lực,,5326.0,100000000.0,30000000000.0,30000000000.0,30000000000.0,300.0,0.0,0.0
3990,19/01/2023,SHHC - Công ty cổ phần Sông Hồng Hoàng Gia,SHHCH2125001,"100,000,000",1592 Ngày,18/06/2021,27/10/2025,"488,000,000,000","366,000,000,000","21,700,000,000",217,"344,300,000,000","3,443",10/01/2023,Hiệu lực,,5299.0,100000000.0,488000000000.0,366000000000.0,21700000000.0,217.0,344300000000.0,3443.0
3991,19/01/2023,SHRC - Công ty TNHH Mặt trời sông Hàn,SHRH1924006,"1,000,000",60 Tháng,14/06/2019,14/06/2024,"100,000,000,000","333,000,000","333,000,000",333,0,0,18/01/2023,Hiệu lực,,5296.0,1000000.0,100000000000.0,333000000.0,333000000.0,333.0,0.0,0.0
3992,19/01/2023,SHRC - Công ty TNHH Mặt trời sông Hàn,SHRH1924007,"1,000,000",60 Tháng,18/06/2019,18/06/2024,"100,000,000,000","497,000,000","497,000,000",497,0,0,18/01/2023,Hiệu lực,,5295.0,1000000.0,100000000000.0,497000000.0,497000000.0,497.0,0.0,0.0
3993,19/01/2023,SHRC - Công ty TNHH Mặt trời sông Hàn,SHRH1924009,"1,000,000",60 Tháng,27/06/2019,27/06/2024,"100,000,000,000","97,000,000","97,000,000",97,0,0,18/01/2023,Hiệu lực,,5293.0,1000000.0,100000000000.0,97000000.0,97000000.0,97.0,0.0,0.0
3994,19/01/2023,SHRC - Công ty TNHH Mặt trời sông Hàn,SHRH1924008,"1,000,000",60 Tháng,19/06/2019,19/06/2024,"100,000,000,000","1,988,000,000","1,988,000,000","1,988",0,0,18/01/2023,Hiệu lực,,5294.0,1000000.0,100000000000.0,1988000000.0,1988000000.0,1988.0,0.0,0.0
3995,19/01/2023,SHRC - Công ty TNHH Mặt trời sông Hàn,SHRH1923005,"1,000,000",54 Tháng,13/06/2019,13/12/2023,"100,000,000,000","1,639,000,000","1,639,000,000","1,639",0,0,18/01/2023,Hiệu lực,,5297.0,1000000.0,100000000000.0,1639000000.0,1639000000.0,1639.0,0.0,0.0
3996,19/01/2023,SHRC - Công ty TNHH Mặt trời sông Hàn,SHRH1924010,"1,000,000",60 Tháng,02/07/2019,02/07/2024,"100,000,000,000","100,000,000","100,000,000",100,0,0,18/01/2023,Hiệu lực,,5292.0,1000000.0,100000000000.0,100000000.0,100000000.0,100.0,0.0,0.0
3997,19/01/2023,APCC - Công ty Cổ phần Thương mại Công nghệ An Phát,APC.H.20.28.001,"100,000",8 Năm,30/12/2020,30/12/2028,"200,000,000,000","200,000,000,000","5,999,000,000","59,990","194,001,000,000","1,940,010",11/01/2023,Hiệu lực,,5290.0,100000.0,200000000000.0,200000000000.0,5999000000.0,59990.0,194001000000.0,1940010.0
3998,19/01/2023,TCSC - CTCP chứng khoán Kỹ thương,TCSCH2124006,"100,000",36 Tháng,12/07/2021,12/07/2024,"499,997,700,000","179,138,500,000","161,282,700,000","1,612,827","17,855,800,000","178,558",12/01/2023,Hiệu lực,,5268.0,100000.0,499997700000.0,179138500000.0,161282700000.0,1612827.0,17855800000.0,178558.0
3999,19/01/2023,DLCC - CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN ĐÔ THỊ ĐẮK LẮK,DAKLAK.BOND1.2020,"100,000",3 Năm,27/08/2020,27/08/2023,"600,000,000,000","157,900,000,000","157,900,000,000","1,579,000",0,0,17/01/2023,Hiệu lực,,5277.0,100000.0,600000000000.0,157900000000.0,157900000000.0,1579000.0,0.0,0.0
4000,19/01/2023,QVCC - CTCP DU LỊCH THUNG LŨNG NỮ HOÀNG,QVCBOND.2019-1,"10,000,000",5 Năm,06/08/2019,06/08/2024,"1,500,000,000,000","1,127,600,000,000","143,650,000,000","14,365","983,950,000,000","98,395",17/01/2023,Hiệu lực,,5280.0,10000000.0,1500000000000.0,1127600000000.0,143650000000.0,14365.0,983950000000.0,98395.0
4001,19/01/2023,QVCC - CTCP DU LỊCH THUNG LŨNG NỮ HOÀNG,QVCBOND.2018,"10,000,000",5 Năm,09/04/2018,09/04/2023,"1,000,000,000,000","758,260,000,000","26,140,000,000","2,614","732,120,000,000","73,212",17/01/2023,Hiệu lực,,5279.0,10000000.0,1000000000000.0,758260000000.0,26140000000.0,2614.0,732120000000.0,73212.0
4002,19/01/2023,HC3C - CTCP XÂY DỰNG SỐ 3 HÀ NỘI,HANCO3BOND.2019,"100,000,000",5 Năm,10/05/2019,10/05/2024,"500,000,000,000","391,900,000,000","88,800,000,000",888,"303,100,000,000","3,031",17/01/2023,Hiệu lực,,5278.0,100000000.0,500000000000.0,391900000000.0,88800000000.0,888.0,303100000000.0,3031.0
4003,19/01/2023,VDS - CTCP Chứng khoán Rồng Việt,VDSH2223002,"1,000,000",1 Năm,03/03/2022,03/03/2023,"299,930,000,000","284,330,000,000","600,000,000",600,"283,730,000,000","283,730",16/01/2023,Hiệu lực,,5281.0,1000000.0,299930000000.0,284330000000.0,600000000.0,600.0,283730000000.0,283730.0
4004,19/01/2023,ALPC - CÔNG TY CỔ PHẦN ĐẦU TƯ ALPHANAM,ALPCH2123001,"100,000",2 Năm,29/12/2021,29/12/2023,"200,000,000,000","160,000,000,000","20,000,000,000","200,000","140,000,000,000","1,400,000",18/01/2023,Hiệu lực,,5289.0,100000.0,200000000000.0,160000000000.0,20000000000.0,200000.0,140000000000.0,1400000.0
4005,19/01/2023,PGCC - CTCP PHÁT TRIỂN GOLF THIÊN ĐƯỜNG,PGCBOND.2020,"10,000,000",10 Năm,02/01/2020,02/01/2030,"2,681,000,000,000","1,384,890,000,000","244,220,000,000","24,422","1,140,670,000,000","114,067",16/01/2023,Hiệu lực,,5282.0,10000000.0,2681000000000.0,1384890000000.0,244220000000.0,24422.0,1140670000000.0,114067.0
4006,18/01/2023,HBC - Công ty Cổ Phần Tập Đoàn Xây Dựng Hòa Bình,HBCH2225001,"1,000,000,000",3 Năm,27/01/2022,27/01/2025,"500,000,000,000","500,000,000,000","250,000,000,000",250,"250,000,000,000",250,17/01/2023,Hiệu lực,,5271.0,1000000000.0,500000000000.0,500000000000.0,250000000000.0,250.0,250000000000.0,250.0
4007,18/01/2023,TDG - Công ty Cổ phần Đầu tư TDG Global,TDGBH2223001,"1,000,000",12 Tháng,18/01/2022,18/01/2023,"40,000,000,000","40,000,000,000","4,760,000,000","4,760","35,240,000,000","35,240",16/01/2023,Hiệu lực,,5273.0,1000000.0,40000000000.0,40000000000.0,4760000000.0,4760.0,35240000000.0,35240.0
4008,18/01/2023,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.10.10,"100,000",36 Tháng,16/07/2020,15/07/2023,"9,562,000,000","250,000,000","170,000,000","1,700","80,000,000",800,17/01/2023,Hiệu lực,,5276.0,100000.0,9562000000.0,250000000.0,170000000.0,1700.0,80000000.0,800.0
4009,18/01/2023,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.23.20,"100,000",36 Tháng,07/09/2020,06/09/2023,"20,000,000,000","11,676,500,000","1,000,000,000","10,000","10,676,500,000","106,765",17/01/2023,Hiệu lực,,5274.0,100000.0,20000000000.0,11676500000.0,1000000000.0,10000.0,10676500000.0,106765.0
4010,18/01/2023,IDJ - Công ty cổ phần đầu tư IDJ Việt Nam,IBond_2020.22.20,"100,000",36 Tháng,21/08/2020,20/08/2023,"20,000,000,000","8,480,600,000","700,000,000","7,000","7,780,600,000","77,806",17/01/2023,Hiệu lực,,5275.0,100000.0,20000000000.0,8480600000.0,700000000.0,7000.0,7780600000.0,77806.0
4011,18/01/2023,HSIC - Công ty Cổ phần Đầu tư Dịch vụ vui chơi giải trí thể thao Hà Nội,GTTTBOND.2019,"10,000,000",5 Năm,12/06/2019,12/06/2024,"1,300,000,000,000","1,131,110,000,000","225,220,000,000","22,522","905,890,000,000","90,589",16/01/2023,Hiệu lực,,5269.0,10000000.0,1300000000000.0,1131110000000.0,225220000000.0,22522.0,905890000000.0,90589.0
4012,18/01/2023,SLIC - CTCP ĐẦU TƯ BẤT ĐỘNG SẢN SƠN KIM,SKLI.BOND02.2019,"100,000",5 Năm,17/10/2019,17/10/2024,"200,000,000,000","200,000,000,000","198,800,000,000","1,988,000","1,200,000,000","12,000",23/12/2022,Hiệu lực,,5241.0,100000.0,200000000000.0,200000000000.0,198800000000.0,1988000.0,1200000000.0,12000.0
4013,18/01/2023,SLIC - CTCP ĐẦU TƯ BẤT ĐỘNG SẢN SƠN KIM,SKLI.BOND01.2019,"100,000",5 Năm,17/10/2019,17/10/2024,"200,000,000,000","200,000,000,000","188,800,000,000","1,888,000","11,200,000,000","112,000",23/12/2022,Hiệu lực,,5270.0,100000.0,200000000000.0,200000000000.0,188800000000.0,1888000.0,11200000000.0,112000.0
4014,18/01/2023,SLDC - Công ty Cổ phần Địa ốc Sacom,SLDCH2123001,"100,000,000",24 Tháng,28/06/2021,28/06/2023,"237,500,000,000","86,400,000,000","56,100,000,000",561,"30,300,000,000",303,13/01/2023,Hiệu lực,,5247.0,100000000.0,237500000000.0,86400000000.0,56100000000.0,561.0,30300000000.0,303.0
4015,18/01/2023,SHRC - Công ty TNHH Mặt trời sông Hàn,SHRH1924009,"1,000,000",60 Tháng,27/06/2019,27/06/2024,"100,000,000,000","1,489,000,000","1,392,000,000","1,392","97,000,000",97,16/01/2023,Hiệu lực,,5264.0,1000000.0,100000000000.0,1489000000.0,1392000000.0,1392.0,97000000.0,97.0
