code,name,shortName,organCode,floor,comTypeCode,isBank,icb1_code,icb1_name,icb2_code,icb2_name,icb3_code,icb3_name,icb4_code,icb4_name
SGC,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Bánh phồng tôm Sa Giang,SGC,HNX,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
VTS,Công ty Cổ phần Gạch Ngói Từ Sơn,Gạch Ngói Từ Sơn,VTS,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
STP,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,CN Thương Mại Sông Đà,STP,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2720,Hàng công nghiệp,2723,Containers & Đóng gói
CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương,Bơm Hải Dương,CTB,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2750,Công nghiệp nặng,2757,Máy công nghiệp
DHG,Công ty Cổ phần Dược Hậu Giang,Dược Hậu Giang,DHG,HOSE,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
ITA,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Đầu tư CN Tân Tạo,ITA,UPCOM,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
SVI,Công ty Cổ phần Bao bì Biên Hòa,Bao bì Biên Hòa,SVI,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2720,Hàng công nghiệp,2723,Containers & Đóng gói
DBW,Công ty Cổ phần Cấp nước Điện Biên,Cấp nước Điện Biên,DBW,OTC,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
ALT,Công ty Cổ phần Văn hóa Tân Bình,Văn hóa Tân Bình,ALT,HNX,CT,False,5000,Dịch vụ Tiêu dùng,5500,Truyền thông,5550,Truyền thông,5557,"Sách, ấn bản & sản phẩm văn hóa"
OPC,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm OPC,OPC,HOSE,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
CLC,Công ty Cổ phần Cát Lợi,Thuốc lá Cát Lợi,CLC,HOSE,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3780,Thuốc lá,3785,Thuốc lá
THT,Công ty Cổ phần Than Hà Tu - Vinacomin,Than Hà Tu,THT,HNX,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1771,Khai thác Than
ICN,Công ty Cổ phần Đầu tư Xây dựng Dầu khí IDICO,XD Dầu Khí IDICO,CONAC,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
AMP,Công ty Cổ phần Armephaco,Armephaco,AMP,UPCOM,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Điện tử và Tin học VN,VEIC,UPCOM,CT,False,9000,Công nghệ Thông tin,9500,Công nghệ Thông tin,9570,Thiết bị và Phần cứng,9572,Phần cứng
VNA,Công ty Cổ phần Vận tải biển Vinaship,Vận tải biển Vinaship,VNA,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2773,Vận tải Thủy
SPH,Công ty Cổ phần Xuất Nhập khẩu Thủy sản Hà Nội,XNK Thủy sản Hà Nội,SPH,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
STG,Công ty Cổ phần Kho Vận Miền Nam,Kho Vận Miền Nam,STG,HOSE,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
PTC,Công ty Cổ phần Đầu tư ICAPITAL,Đầu tư ICAPITAL,PTC,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
SPD,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,Thủy sản Miền Trung,SPD,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,VINACONEX,VCG,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
MNB,Tổng Công ty May Nhà Bè - Công ty Cổ phần,May Nhà Bè,NHABE,UPCOM,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
TXM,Công ty Cổ phần VICEM Thạch cao Xi Măng,Thạch cao Xi măng,TXM,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
SSN,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,Thủy sản Sài Gòn,SSN,OTC,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
VLF,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,Lương thực Vĩnh Long,VLF,OTC,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
TTT,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Du lịch - Thương Mại Tây Ninh,TTCO,HNX,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5759,Vận tải hành khách & Du lịch
UDC,Công ty Cổ phần Đầu tư Xây dựng UDCons,Đầu tư Xây dựng UDCons,UDC,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
CMF,Công ty Cổ phần Thực phẩm Cholimex,Thực phẩm Cholimex,CLMF,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
TDW,Công ty Cổ phần Cấp nước Thủ Đức,Cấp nước Thủ Đức,TDW,HOSE,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
GDW,Công ty Cổ phần Cấp nước Gia Định,Cấp nước Gia Định,GDW,HNX,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
DTV,Công ty Cổ phần Phát triển điện Trà Vinh,PT điện Nông thôn Trà Vinh,DTV,OTC,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7530,Sản xuất & Phân phối Điện,7535,Sản xuất & Phân phối Điện
TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,TANIMEX,TIX,HOSE,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
PJS,Công ty Cổ phần Cấp nước Phú Hòa Tân,Cấp nước Phú Hòa Tân,PJS,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
CLW,Công ty Cổ phần Cấp nước Chợ Lớn,Cấp nước Chợ Lớn,CLW,HOSE,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
LGM,Công ty Cổ phần Giày da và May mặc Xuất khẩu (Legamex),Giày da và may mặc XK (Legamex),LEGAMEX,OTC,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,Dệt may Thành Công,TCM,HOSE,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Khoáng sản Bình Dương,KSB,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Thực phẩm Lâm Đồng,VDL,HNX,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3530,Bia và đồ uống,3535,Vang & Rượu mạnh
HOT,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Du lịch - DV Hội An,HOT,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5759,Vận tải hành khách & Du lịch
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tổng hợp Dầu khí,PET,HOSE,CT,False,5000,Dịch vụ Tiêu dùng,5300,Bán lẻ,5370,Bán lẻ,5379,Phân phối hàng chuyên dụng
HLB,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Bia và NGK Hạ Long,HALOBECO,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3530,Bia và đồ uống,3533,Sản xuất bia
VTG,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,Du lịch tỉnh BR-VT,BRVT,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5759,Vận tải hành khách & Du lịch
ICC,Công ty Cổ phần Xây dựng Công nghiệp,Xây dựng công nghiệp,ICC,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,XNK PETROLIMEX,PIT,HOSE,CT,False,5000,Dịch vụ Tiêu dùng,5300,Bán lẻ,5370,Bán lẻ,5373,Bán lẻ phức hợp
CMN,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,Colusa -  Miliket,COMIFOOD,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
VPS,Công ty Cổ phần Thuốc sát trùng Việt Nam,Thuốc sát trùng Việt Nam,VIPES,HOSE,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
VTD,Công ty Cổ phần Vietourist Holdings,Du lịch Vietourist,VIETOURIST,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5759,Vận tải hành khách & Du lịch
SPA,Công ty Cổ phần Bao bì Sài Gòn,Bao bì Sài Gòn,SAPA,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2720,Hàng công nghiệp,2723,Containers & Đóng gói
KMT,Công ty Cổ phần Kim khí Miền Trung,Kim khí Miền Trung,KMT,HNX,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1750,Kim loại,1757,Thép và sản phẩm thép
SD9,Công ty Cổ phần Sông Đà 9,Sông Đà 9,SD9,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Kim khí TP.HCM,HMC,HOSE,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1750,Kim loại,1757,Thép và sản phẩm thép
DXL,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Du lịch và Xuất nhập khẩu Lạng Sơn,DXL,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5753,Khách sạn
SDT,Công ty Cổ phần Sông Đà 10,Sông Đà 10,SDT,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
HMG,Công ty Cổ phần Kim Khí Hà Nội - VNSTEEL,Kim Khí Hà Nội,HMG,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1750,Kim loại,1757,Thép và sản phẩm thép
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,Phát triển Đô thị số 2,D2D,HOSE,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
BMS,Công ty Cổ phần Chứng khoán Bảo Minh,Chứng khoán Bảo Minh,BMSC,UPCOM,CK,False,8000,Tài chính,8700,Dịch vụ tài chính,8770,Dịch vụ tài chính,8777,Môi giới chứng khoán
FOX,Công ty Cổ phần Viễn thông FPT,FPT Telecom,FTEL,UPCOM,CT,False,6000,Viễn thông,6500,Viễn thông,6530,Viễn thông cố định,6535,Viễn thông cố định
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Hóa chất và Dịch vụ Dầu khí,PVC,HNX,CT,False,0001,Dầu khí,0500,Dầu khí,0570,"Thiết bị, Dịch vụ và Phân phối Dầu khí",0573,Thiết bị và Dịch vụ Dầu khí
TRC,Công ty Cổ phần Cao su Tây Ninh,Cao su Tây Ninh,TRC,HOSE,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1353,"Nhựa, cao su & sợi"
BRC,Công ty Cổ phần Cao su Bến Thành,Cao su Bến Thành,BRC,HOSE,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1353,"Nhựa, cao su & sợi"
IME,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Xây lắp Công nghiệp,IME,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2750,Công nghiệp nặng,2757,Máy công nghiệp
DPR,Công ty Cổ phần Cao su Đồng Phú,Cao su Đồng Phú,DPR,HOSE,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1353,"Nhựa, cao su & sợi"
LBE,Công ty Cổ phần Thương mại và Dịch vụ LVA,Thương mại và Dịch vụ LVA,LBE,HNX,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3767,Hàng cá nhân
TRA,Công ty Cổ phần Traphaco,Traphaco,TRA,HOSE,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
DDN,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng,Dược - TB Y tế Đà Nẵng,DDN,UPCOM,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Tập đoàn Giống cây trồng Việt Nam,NSC,HOSE,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
HAI,Công ty Cổ phần Nông dược HAI,Nông Dược HAI,HAI,OTC,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
CJC,Công ty Cổ phần Cơ điện Miền Trung,Cơ điện Miền Trung,CJC,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2730,Điện tử & Thiết bị điện,2737,Thiết bị điện
HTP,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát,In SGK Hòa Phát,HTP,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5500,Truyền thông,5550,Truyền thông,5557,"Sách, ấn bản & sản phẩm văn hóa"
ICF,Công ty Cổ phần Đầu tư - Thương mại - Thuỷ sản,ĐT TM Thủy sản,ICF,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
LTC,Công ty Cổ phần Điện nhẹ Viễn Thông,Điện nhẹ Viễn thông,LTC,UPCOM,CT,False,9000,Công nghệ Thông tin,9500,Công nghệ Thông tin,9570,Thiết bị và Phần cứng,9572,Phần cứng
MEC,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Lắp máy Sông Đà,MEC,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Vận tải Petrolimex HP,PTS,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2779,Dịch vụ vận tải
SAP,Công ty Cổ phần In Sách Giáo khoa TP.Hồ Chí Minh,In Sách TP.HCM,SAP,OTC,CT,False,5000,Dịch vụ Tiêu dùng,5500,Truyền thông,5550,Truyền thông,5557,"Sách, ấn bản & sản phẩm văn hóa"
SJE,Công ty Cổ phần Sông Đà 11,Sông Đà 11,SJE,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
TLT,Công ty Cổ phần Viglacera Thăng Long,Viglacera Thăng long,TLT,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,In Sách giáo khoa TP.Hà Nội,TPH,OTC,CT,False,5000,Dịch vụ Tiêu dùng,5500,Truyền thông,5550,Truyền thông,5557,"Sách, ấn bản & sản phẩm văn hóa"
VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Đầu tư và Xây dựng VINA2,VC2,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
VMC,Công ty Cổ phần VIMECO,VIMECO,VMC,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
VTV,Công ty Cổ phần Năng lượng và Môi trường VICEM,Năng lượng và Môi trường VICEM,VTV,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Cáp treo Tây Ninh,TCT,HOSE,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5759,Vận tải hành khách & Du lịch
VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Xây dựng điện Việt Nam,VNE,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
VC1,Công ty Cổ phần Xây dựng số 1,Xây dựng số 1,VC1,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
TCI,Công ty Cổ phần Chứng khoán Thành Công,Chứng khoán Thành Công,TCSC,HOSE,CK,False,8000,Tài chính,8700,Dịch vụ tài chính,8770,Dịch vụ tài chính,8777,Môi giới chứng khoán
CMC,Công ty Cổ phần Đầu tư CMC,Đầu tư CMC,CMC,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2750,Công nghiệp nặng,2757,Máy công nghiệp
CTN,Công ty Cổ phần Xây dựng Công trình ngầm,VINAVICO,CTN,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
DTC,Công ty Cổ phần Viglacera Đông Triều,Viglacera Đông Triều,DTC,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
EBS,Công ty Cổ phần Sách Giáo dục tại Thành phố Hà Nội,Sách Giáo dục Hà Nội,EBS,HNX,CT,False,5000,Dịch vụ Tiêu dùng,5500,Truyền thông,5550,Truyền thông,5557,"Sách, ấn bản & sản phẩm văn hóa"
HJS,Công ty Cổ phần Thủy điện Nậm Mu,Thủy điện Nậm Mu,HJS,HNX,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7530,Sản xuất & Phân phối Điện,7535,Sản xuất & Phân phối Điện
HLY,Công ty Cổ phần Gốm xây dựng Yên Hưng,Gốm Xây Dựng Yên Hưng,HLY,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
MCO,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,BDC Việt Nam,MCO,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
PAN,Công ty Cổ phần Tập đoàn PAN,Tập đoàn PAN,PAN,HOSE,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,TM và Vận tải Petrolimex HN,PJC,HNX,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7573,Phân phối xăng dầu & khí đốt
POT,Công ty Cổ phần Thiết bị Bưu điện,Thiết bị Bưu điện Postef,POT,HNX,CT,False,9000,Công nghệ Thông tin,9500,Công nghệ Thông tin,9570,Thiết bị và Phần cứng,9572,Phần cứng
S55,Công ty Cổ phần Sông Đà 505,Sông Đà 505,S55,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
S99,Công ty Cổ phần SCI,Sông Đà 9.09 (SCI),S99,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
SCC,Công ty Cổ phần Thương mại Đầu tư SHB,Thương mại Đầu tư SHB,SCC,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
SD3,Công ty Cổ phần Sông Đà 3,Sông Đà 3,SD3,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
SD6,Công ty Cổ phần Sông Đà 6,Sông Đà 6,SD6,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
SDA,Công ty Cổ phần SIMCO Sông Đà,XKLĐ Sông Đà,SDA,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2793,Đào tạo & Việc làm
SDC,Công ty Cổ phần Tư vấn Sông Đà,Tư vấn Sông Đà,SDC,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2791,Tư vấn & Hỗ trợ KD
SDY,Công ty Cổ phần Xi măng Sông Đà Yaly,Xi măng Sông Đà Yaly,SDY,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,VINACONTROL,VNC,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2791,Tư vấn & Hỗ trợ KD
DNP,Công ty Cổ phần DNP Holding,DNP Holding,DNP,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,Kỹ nghệ Đô Thành,DTT,HOSE,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1353,"Nhựa, cao su & sợi"
GMC,Công ty Cổ phần Garmex Sài Gòn,Garmex Sài Gòn,GMC,UPCOM,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
LBM,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,Khoáng sản Lâm Đồng,LBM,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
VGP,Công ty Cổ phần Cảng Rau Quả,Cảng Rau Quả,VGP,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Viễn Đông,VID,HOSE,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1730,Lâm nghiệp và Giấy,1737,Sản xuất giấy
VIS,Công ty Cổ phần Thép Việt - Ý,Thép Việt Ý,VIS,OTC,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1750,Kim loại,1757,Thép và sản phẩm thép
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Ô tô Hàng Xanh,HAX,HOSE,CT,False,3000,Hàng Tiêu dùng,3300,Ô tô và phụ tùng,3350,Ô tô và phụ tùng,3353,Sản xuất ô tô
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,XNK Thủ Đức,TMC,HNX,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7573,Phân phối xăng dầu & khí đốt
HRC,Công ty Cổ phần Cao su Hòa Bình,Cao su Hòa Bình,HRC,HOSE,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1353,"Nhựa, cao su & sợi"
AUM,Công ty Cổ phần Vinacafe Sơn Thành,Vinacafe Sơn Thành,CVFST,OTC,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
MPC,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Thủy sản Minh Phú,MPC,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3573,Nuôi trồng nông & hải sản
SD5,Công ty Cổ phần Sông Đà 5,Sông Đà 5,SD5,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
SD7,Công ty Cổ phần Sông Đà 7,Sông Đà 7,SD7,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
